NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Wisconsin,5597505.0,288024.0,983069.0,164918.0,389814.0,364805.0,55,2011,5309481.0,94.85,6.96,6.52
Wyoming,547719.0,31861.0,94407.0,16090.0,40528.0,39837.0,56,2011,515858.0,94.18,7.4,7.27
Puerto Rico,,,,,,,72,2011,,,,
Alabama,4690091.0,246328.0,828544.0,141979.0,335162.0,308967.0,01,2011,4443763.0,94.75,7.15,6.59
Alaska,689422.0,41099.0,133717.0,20691.0,55110.0,52613.0,02,2011,648323.0,94.04,7.99,7.63
Arizona,6248598.0,373080.0,1161389.0,185057.0,441858.0,446787.0,04,2011,5875518.0,94.03,7.07,7.15
Arkansas,2860364.0,160761.0,511886.0,84522.0,198503.0,192715.0,05,2011,2699603.0,94.38,6.94,6.74
California,36488466.0,2064490.0,6758294.0,1125409.0,2742429.0,2737580.0,06,2011,34423976.0,94.34,7.52,7.5
Colorado,4899398.0,275343.0,870534.0,138978.0,349118.0,365081.0,08,2011,4624055.0,94.38,7.13,7.45
Delaware,880898.0,46041.0,149456.0,27318.0,62145.0,58097.0,10,2011,834857.0,94.77,7.05,6.6
District of Columbia,586891.0,26284.0,69675.0,24754.0,58602.0,65936.0,11,2011,560607.0,95.52,9.99,11.23
Connecticut,3521380.0,166376.0,617036.0,100749.0,223297.0,209674.0,09,2011,3355004.0,95.28,6.34,5.95
Florida,18484709.0,875109.0,2926646.0,505203.0,1228535.0,1173714.0,12,2011,17609600.0,95.27,6.65,6.35
Georgia,9472294.0,560459.0,1789902.0,294138.0,675314.0,672186.0,13,2011,8911835.0,94.08,7.13,7.1
Idaho,1526443.0,96495.0,303795.0,46267.0,109159.0,105513.0,16,2011,1429948.0,93.68,7.15,6.91
Hawaii,1329248.0,70100.0,214719.0,33750.0,95250.0,97569.0,15,2011,1259148.0,94.73,7.17,7.34
Illinois,12629925.0,679359.0,2295963.0,370663.0,878738.0,905571.0,17,2011,11950566.0,94.62,6.96,7.17
Indiana,6370708.0,349735.0,1172050.0,197718.0,451724.0,419836.0,18,2011,6020973.0,94.51,7.09,6.59
Iowa,2993606.0,160240.0,525804.0,94415.0,213327.0,193926.0,19,2011,2833366.0,94.65,7.13,6.48
Kansas,2791071.0,161292.0,517379.0,84929.0,205071.0,193599.0,20,2011,2629779.0,94.22,7.35,6.94
Kentucky,4261590.0,225079.0,741859.0,122334.0,290935.0,284253.0,21,2011,4036511.0,94.72,6.83,6.67
Louisiana,4424951.0,250637.0,801451.0,135577.0,338025.0,324622.0,22,2011,4174314.0,94.34,7.64,7.34
Maine,1314897.0,55740.0,208201.0,36827.0,79985.0,72555.0,23,2011,1259157.0,95.76,6.08,5.52
Maryland,5665698.0,294308.0,990569.0,163813.0,388458.0,388674.0,24,2011,5371390.0,94.81,6.86,6.86
Massachusetts,6442324.0,297349.0,1055910.0,206423.0,463351.0,435296.0,25,2011,6144975.0,95.38,7.19,6.76
Michigan,9805524.0,488723.0,1774332.0,303828.0,671777.0,597326.0,26,2011,9316801.0,95.02,6.85,6.09
Minnesota,5209882.0,284812.0,927476.0,149311.0,357808.0,367793.0,27,2011,4925070.0,94.53,6.87,7.06
