NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Washington,7085994.0,364172.0,1167231.0,173168.0,485368.0,530005.0,53,2017,6721822.0,94.86,6.85,7.48
West Virginia,1818344.0,82546.0,275824.0,45138.0,121171.0,109573.0,54,2017,1735798.0,95.46,6.66,6.03
Wisconsin,5699048.0,273303.0,956478.0,157495.0,403956.0,358029.0,55,2017,5425745.0,95.2,7.09,6.28
Wyoming,576531.0,30788.0,100901.0,14889.0,41336.0,40355.0,56,2017,545743.0,94.66,7.17,7.0
Puerto Rico,,,,,,,72,2017,,,,
Delaware,933425.0,44975.0,148771.0,25388.0,62751.0,65393.0,10,2017,888450.0,95.18,6.72,7.01
District of Columbia,662540.0,33756.0,74451.0,21617.0,54873.0,81625.0,11,2017,628784.0,94.91,8.28,12.32
Connecticut,3560175.0,151885.0,576544.0,105600.0,245849.0,220450.0,09,2017,3408290.0,95.73,6.91,6.19
Florida,20065661.0,892576.0,3006220.0,474981.0,1295818.0,1338522.0,12,2017,19173085.0,95.55,6.46,6.67
Georgia,10075118.0,530911.0,1841775.0,288734.0,719872.0,712031.0,13,2017,9544207.0,94.73,7.15,7.07
Idaho,1636542.0,93279.0,320499.0,45291.0,112160.0,108302.0,16,2017,1543263.0,94.3,6.85,6.62
Hawaii,1403886.0,73645.0,216166.0,30549.0,99206.0,104714.0,15,2017,1330241.0,94.75,7.07,7.46
Illinois,12705796.0,636830.0,2173437.0,340972.0,888478.0,895096.0,17,2017,12068966.0,94.99,6.99,7.04
Indiana,6536175.0,340086.0,1159526.0,185822.0,481290.0,429246.0,18,2017,6196089.0,94.8,7.36,6.57
Iowa,3079236.0,157619.0,532219.0,92680.0,228804.0,192748.0,19,2017,2921617.0,94.88,7.43,6.26
Kansas,2866057.0,159063.0,521448.0,81517.0,217288.0,191610.0,20,2017,2706994.0,94.45,7.58,6.69
Kentucky,4372319.0,222083.0,738452.0,116323.0,309262.0,289197.0,21,2017,4150236.0,94.92,7.07,6.61
Louisiana,4605708.0,252678.0,802302.0,119376.0,339283.0,343202.0,22,2017,4353030.0,94.51,7.37,7.45
Maine,1317700.0,51936.0,192433.0,33498.0,78747.0,77540.0,23,2017,1265764.0,96.06,5.98,5.88
Maryland,5927919.0,298590.0,980863.0,157046.0,395993.0,417161.0,24,2017,5629329.0,94.96,6.68,7.04
Massachusetts,6718756.0,292292.0,1020677.0,209085.0,490166.0,490456.0,25,2017,6426464.0,95.65,7.3,7.3
Michigan,9813097.0,459528.0,1636522.0,273895.0,723180.0,628736.0,26,2017,9353569.0,95.32,7.37,6.41
Minnesota,5423917.0,283153.0,936376.0,142850.0,362933.0,365810.0,27,2017,5140764.0,94.78,6.69,6.74
Colorado,5373351.0,271082.0,917083.0,141834.0,374875.0,412524.0,08,2017,5102269.0,94.96,6.98,7.68
