NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Pennsylvania,12473016.0,587586.0,2094367.0,388643.0,843727.0,770298.0,42,2010,11885430.0,95.29,6.76,6.18
Rhode Island,1045336.0,47867.0,171252.0,37502.0,80117.0,66537.0,44,2010,997469.0,95.42,7.66,6.37
South Carolina,4453863.0,238341.0,773355.0,140421.0,320364.0,299934.0,45,2010,4215522.0,94.65,7.19,6.73
South Dakota,788539.0,45571.0,142849.0,24170.0,57664.0,52945.0,46,2010,742968.0,94.22,7.31,6.71
Tennessee,6156578.0,325077.0,1084413.0,175096.0,415860.0,418870.0,47,2010,5831501.0,94.72,6.75,6.8
Texas,23942967.0,1534630.0,4768681.0,738356.0,1784929.0,1790256.0,48,2010,22408337.0,93.59,7.45,7.48
Utah,2605835.0,203611.0,578736.0,89897.0,230350.0,225271.0,49,2010,2402224.0,92.19,8.84,8.64
Vermont,618153.0,26150.0,100244.0,21111.0,44239.0,34107.0,50,2010,592003.0,95.77,7.16,5.52
Virginia,7743920.0,408415.0,1333828.0,236549.0,556592.0,539647.0,51,2010,7335505.0,94.73,7.19,6.97
Washington,6475880.0,341033.0,1134331.0,184655.0,455545.0,465330.0,53,2010,6134847.0,94.73,7.03,7.19
West Virginia,1821429.0,84385.0,285712.0,51643.0,117068.0,109923.0,54,2010,1737044.0,95.37,6.43,6.03
Wisconsin,5570051.0,286958.0,988739.0,163295.0,391816.0,358676.0,55,2010,5283093.0,94.85,7.03,6.44
Wyoming,538579.0,30268.0,93882.0,16113.0,40457.0,38447.0,56,2010,508311.0,94.38,7.51,7.14
Puerto Rico,,,,,,,72,2010,,,,
