NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Ohio,11637531.0,556734.0,1940863.0,313875.0,748606.0,785985.0,39,2021,11080797.0,95.22,6.43,6.75
Oklahoma,3901580.0,206373.0,708141.0,107824.0,271501.0,271230.0,40,2021,3695207.0,94.71,6.96,6.95
Oregon,4167009.0,183447.0,649871.0,100258.0,262037.0,292849.0,41,2021,3983562.0,95.6,6.29,7.03
Pennsylvania,12838708.0,568850.0,2003690.0,350417.0,804254.0,848804.0,42,2021,12269858.0,95.57,6.26,6.61
Rhode Island,1081941.0,45362.0,157293.0,36244.0,76427.0,76226.0,44,2021,1036579.0,95.81,7.06,7.05
South Carolina,5025575.0,232144.0,824331.0,138940.0,322989.0,335728.0,45,2021,4793431.0,95.38,6.43,6.68
South Dakota,870695.0,48448.0,159160.0,24733.0,58119.0,56276.0,46,2021,822247.0,94.44,6.68,6.46
Tennessee,6779177.0,325547.0,1128376.0,173071.0,443703.0,482422.0,47,2021,6453630.0,95.2,6.55,7.12
Texas,28515322.0,1611964.0,5486953.0,815056.0,1981880.0,2091456.0,48,2021,26903358.0,94.35,6.95,7.33
Utah,3185674.0,199943.0,700424.0,98673.0,264774.0,246273.0,49,2021,2985731.0,93.72,8.31,7.73
Vermont,636320.0,23851.0,89721.0,21587.0,46698.0,37851.0,50,2021,612469.0,96.25,7.34,5.95
Virginia,8490183.0,409198.0,1391258.0,236526.0,570680.0,586172.0,51,2021,8080985.0,95.18,6.72,6.9
Washington,7535500.0,367679.0,1230917.0,180140.0,478112.0,572530.0,53,2021,7167821.0,95.12,6.34,7.6
West Virginia,1780840.0,73014.0,273272.0,45706.0,110934.0,107858.0,54,2021,1707826.0,95.9,6.23,6.06
Wisconsin,5811664.0,269327.0,963620.0,157708.0,393324.0,369922.0,55,2021,5542337.0,95.37,6.77,6.37
Wyoming,570368.0,27989.0,100205.0,15040.0,36972.0,37324.0,56,2021,542379.0,95.09,6.48,6.54
Puerto Rico,,,,,,,72,2021,,,,
