NAME,B03001_005E,state,county,year
"Blaine County, Idaho",27,16,013,2016
"Boise County, Idaho",12,16,015,2016
"Boundary County, Idaho",0,16,021,2016
"Butte County, Idaho",0,16,023,2016
"Caribou County, Idaho",0,16,029,2016
"Gooding County, Idaho",27,16,047,2016
"Ada County, Idaho",904,16,001,2016
"Bannock County, Idaho",105,16,005,2016
"Bear Lake County, Idaho",17,16,007,2016
"Bingham County, Idaho",93,16,011,2016
"Bonneville County, Idaho",93,16,019,2016
"Camas County, Idaho",0,16,025,2016
"Clearwater County, Idaho",56,16,035,2016
"Jefferson County, Idaho",8,16,051,2016
"Lemhi County, Idaho",0,16,059,2016
"Payette County, Idaho",0,16,075,2016
"Bonner County, Idaho",82,16,017,2016
"Custer County, Idaho",0,16,037,2016
"Elmore County, Idaho",108,16,039,2016
"Madison County, Idaho",103,16,065,2016
"Shoshone County, Idaho",34,16,079,2016
"Teton County, Idaho",0,16,081,2016
"Washington County, Idaho",0,16,087,2016
"Hancock County, Illinois",32,17,067,2016
"Grundy County, Illinois",373,17,063,2016
"Kankakee County, Illinois",343,17,091,2016
"DuPage County, Illinois",8663,17,043,2016
"Alexander County, Illinois",16,17,003,2016
"Menard County, Illinois",20,17,129,2016
"LaSalle County, Illinois",812,17,099,2016
"Cook County, Illinois",143435,17,031,2016
"Macon County, Illinois",232,17,115,2016
"Morgan County, Illinois",110,17,137,2016
"Wayne County, Illinois",51,17,191,2016
"Woodford County, Illinois",69,17,203,2016
"Franklin County, Illinois",87,17,055,2016
"McDonough County, Illinois",97,17,109,2016
"McHenry County, Illinois",2907,17,111,2016
"Moultrie County, Illinois",3,17,139,2016
"Perry County, Illinois",19,17,145,2016
"Pope County, Illinois",6,17,151,2016
"St. Clair County, Illinois",963,17,163,2016
"Shelby County, Illinois",13,17,173,2016
"Champaign County, Illinois",1267,17,019,2016
"Calhoun County, Illinois",2,17,013,2016
"Ford County, Illinois",71,17,053,2016
"Jo Daviess County, Illinois",59,17,085,2016
"Kendall County, Illinois",2034,17,093,2016
"Lawrence County, Illinois",91,17,101,2016
"Marion County, Illinois",77,17,121,2016
"Mason County, Illinois",11,17,125,2016
"Iroquois County, Illinois",54,17,075,2016
"Clay County, Illinois",17,17,025,2016
"Gallatin County, Illinois",0,17,059,2016
"Monroe County, Illinois",1,17,133,2016
"Peoria County, Illinois",401,17,143,2016
"Jewell County, Kansas",0,20,089,2016
"Kearny County, Kansas",23,20,093,2016
"Rice County, Kansas",55,20,159,2016
"Stafford County, Kansas",0,20,185,2016
"McPherson County, Kansas",34,20,113,2016
"Osage County, Kansas",12,20,139,2016
"Greeley County, Kansas",3,20,071,2016
"Coffey County, Kansas",3,20,031,2016
"Crawford County, Kansas",70,20,037,2016
"Ellis County, Kansas",131,20,051,2016
"Greenwood County, Kansas",0,20,073,2016
"Labette County, Kansas",22,20,099,2016
"Linn County, Kansas",0,20,107,2016
"Sedgwick County, Kansas",2304,20,173,2016
"Seward County, Kansas",0,20,175,2016
"Republic County, Kansas",0,20,157,2016
"Graham County, Kansas",18,20,065,2016
"Johnson County, Kansas",1219,20,091,2016
"Douglas County, Kansas",531,20,045,2016
"Sheridan County, Kansas",0,20,179,2016
"Miami County, Kansas",4,20,121,2016
"Wallace County, Kansas",0,20,199,2016
"Stevens County, Kansas",3,20,189,2016
"Smith County, Kansas",3,20,183,2016
"Jackson County, Kansas",7,20,085,2016
"Kingman County, Kansas",6,20,095,2016
"Nemaha County, Kansas",0,20,131,2016
"Wyandotte County, Kansas",892,20,209,2016
"Cherokee County, Kansas",11,20,021,2016
"Clay County, Kansas",11,20,027,2016
"Lincoln County, Kansas",2,20,105,2016
"Sumner County, Kansas",7,20,191,2016
"Trego County, Kansas",11,20,195,2016
"Wilson County, Kansas",8,20,205,2016
"Mitchell County, Kansas",4,20,123,2016
"Ness County, Kansas",1,20,135,2016
"Atchison County, Kansas",40,20,005,2016
"Bourbon County, Kansas",12,20,011,2016
"Hamilton County, Kansas",0,20,075,2016
"Leavenworth County, Kansas",449,20,103,2016
"Shawnee County, Kansas",1079,20,177,2016
"Wichita County, Kansas",0,20,203,2016
"Chautauqua County, Kansas",0,20,019,2016
"Norton County, Kansas",12,20,137,2016
"Reno County, Kansas",57,20,155,2016
"Cloud County, Kansas",35,20,029,2016
"Edwards County, Kansas",4,20,047,2016
"Haskell County, Kansas",1,20,081,2016
"Rush County, Kansas",0,20,165,2016
"Scott County, Kansas",0,20,171,2016
"Neosho County, Kansas",21,20,133,2016
"Ottawa County, Kansas",0,20,143,2016
"Phillips County, Kansas",3,20,147,2016
"Calaveras County, California",115,06,009,2016
"San Mateo County, California",4538,06,081,2016
"Tuolumne County, California",159,06,109,2016
"Amador County, California",119,06,005,2016
"Phillips County, Colorado",0,08,095,2016
"Denver County, Colorado",3767,08,031,2016
"Kiowa County, Colorado",0,08,061,2016
"Baca County, Colorado",0,08,009,2016
"Gilpin County, Colorado",10,08,047,2016
"Kit Carson County, Colorado",45,08,063,2016
"Gunnison County, Colorado",49,08,051,2016
"Jefferson County, Colorado",2039,08,059,2016
"Ouray County, Colorado",0,08,091,2016
"Rio Blanco County, Colorado",0,08,103,2016
"Weld County, Colorado",976,08,123,2016
"Conejos County, Colorado",8,08,021,2016
"Costilla County, Colorado",0,08,023,2016
"Douglas County, Colorado",1462,08,035,2016
"Eagle County, Colorado",84,08,037,2016
"La Plata County, Colorado",319,08,067,2016
"Moffat County, Colorado",19,08,081,2016
"Rio Grande County, Colorado",13,08,105,2016
"Bent County, Colorado",3,08,011,2016
"Crowley County, Colorado",2,08,025,2016
"San Juan County, Colorado",0,08,111,2016
"Jackson County, Colorado",1,08,057,2016
"Logan County, Colorado",218,08,075,2016
"Montezuma County, Colorado",0,08,083,2016
"Teller County, Colorado",67,08,119,2016
"Boulder County, Colorado",1003,08,013,2016
"Las Animas County, Colorado",11,08,071,2016
"Lincoln County, Colorado",2,08,073,2016
"Routt County, Colorado",17,08,107,2016
"Alamosa County, Colorado",36,08,003,2016
"Clear Creek County, Colorado",15,08,019,2016
"Fremont County, Colorado",96,08,043,2016
"Mason County, Michigan",29,26,105,2016
"Menominee County, Michigan",48,26,109,2016
"Montcalm County, Michigan",280,26,117,2016
"Missaukee County, Michigan",20,26,113,2016
"St. Joseph County, Michigan",178,26,149,2016
"St. Clair County, Michigan",231,26,147,2016
"Van Buren County, Michigan",249,26,159,2016
"Washtenaw County, Michigan",1047,26,161,2016
"Arenac County, Michigan",12,26,011,2016
"Barry County, Michigan",256,26,015,2016
"Cass County, Michigan",74,26,027,2016
"Iron County, Michigan",12,26,071,2016
"Benzie County, Michigan",20,26,019,2016
"Roscommon County, Michigan",69,26,143,2016
"Schoolcraft County, Michigan",8,26,153,2016
"Wayne County, Michigan",12414,26,163,2016
"Branch County, Michigan",99,26,023,2016
"Grand Traverse County, Michigan",87,26,055,2016
"Jackson County, Michigan",462,26,075,2016
"Genesee County, Michigan",1155,26,049,2016
"Antrim County, Michigan",23,26,009,2016
"Livingston County, Michigan",313,26,093,2016
"Iosco County, Michigan",7,26,069,2016
"Florence County, South Carolina",492,45,041,2016
"Laurens County, South Carolina",315,45,059,2016
"McCormick County, South Carolina",14,45,065,2016
