NAME,B03001_005E,state,county,year
"Walton County, Georgia",464,13,297,2019
"Wilkes County, Georgia",7,13,317,2019
"Dodge County, Georgia",84,13,091,2019
"Gordon County, Georgia",717,13,129,2019
"Cherokee County, Georgia",2487,13,057,2019
"Fayette County, Georgia",1476,13,113,2019
"Lee County, Georgia",354,13,177,2019
"Pickens County, Georgia",117,13,227,2019
"Greene County, Georgia",49,13,133,2019
"Cook County, Georgia",26,13,075,2019
"Dawson County, Georgia",73,13,085,2019
"Fulton County, Georgia",8068,13,121,2019
"Hawaii County, Hawaii",9108,15,001,2019
"Honolulu County, Hawaii",30351,15,003,2019
"Kauai County, Hawaii",2124,15,007,2019
"Kalawao County, Hawaii",0,15,005,2019
"Cassia County, Idaho",16,16,031,2019
"Lincoln County, Idaho",16,16,063,2019
"Valley County, Idaho",0,16,085,2019
"Franklin County, Idaho",0,16,041,2019
"Nez Perce County, Idaho",126,16,069,2019
"Kootenai County, Idaho",396,16,055,2019
"Minidoka County, Idaho",0,16,067,2019
"Twin Falls County, Idaho",119,16,083,2019
"Blaine County, Idaho",31,16,013,2019
"Boise County, Idaho",0,16,015,2019
"Butte County, Idaho",0,16,023,2019
"Gooding County, Idaho",0,16,047,2019
"Ada County, Idaho",1179,16,001,2019
"Bear Lake County, Idaho",7,16,007,2019
"Bingham County, Idaho",5,16,011,2019
"Camas County, Idaho",0,16,025,2019
"Clearwater County, Idaho",17,16,035,2019
"Jefferson County, Idaho",5,16,051,2019
"Lane County, Oregon",1118,41,039,2019
"Surry County, Virginia",23,51,181,2019
"Clarke County, Virginia",42,51,043,2019
"Mecklenburg County, Virginia",42,51,117,2019
"Augusta County, Virginia",320,51,015,2019
"Goochland County, Virginia",190,51,075,2019
"Madison County, Virginia",91,51,113,2019
"Roanoke County, Virginia",524,51,161,2019
"Brunswick County, Virginia",145,51,025,2019
"Northampton County, Virginia",52,51,131,2019
"Rockbridge County, Virginia",14,51,163,2019
"Norton city, Virginia",0,51,720,2019
"Colonial Heights city, Virginia",327,51,570,2019
"Bland County, Virginia",0,51,021,2019
"Botetourt County, Virginia",130,51,023,2019
"Bristol city, Virginia",25,51,520,2019
"Williamsburg city, Virginia",125,51,830,2019
"Carroll County, Virginia",158,51,035,2019
"Sacramento County, California",10365,06,067,2019
"El Dorado County, California",804,06,017,2019
"Monterey County, California",2315,06,053,2019
"San Francisco County, California",5136,06,075,2019
"San Diego County, California",23652,06,073,2019
"Tulare County, California",1112,06,107,2019
"Humboldt County, California",333,06,023,2019
"Alpine County, California",0,06,003,2019
"Madera County, California",448,06,039,2019
"Santa Cruz County, California",900,06,087,2019
"Trinity County, California",5,06,105,2019
"Riverside County, California",17954,06,065,2019
"San Bernardino County, California",18722,06,071,2019
"Marin County, California",984,06,041,2019
"Placer County, California",2545,06,061,2019
"Shasta County, California",535,06,089,2019
"Solano County, California",5076,06,095,2019
"Colusa County, California",29,06,011,2019
"Copiah County, Mississippi",6,28,029,2019
"Hinds County, Mississippi",466,28,049,2019
"Union County, Mississippi",0,28,145,2019
"Tippah County, Mississippi",14,28,139,2019
"Forrest County, Mississippi",116,28,035,2019
"Lafayette County, Mississippi",106,28,071,2019
"Lowndes County, Mississippi",288,28,087,2019
"Wilkinson County, Mississippi",0,28,157,2019
"Jefferson Davis County, Mississippi",0,28,065,2019
"Scott County, Mississippi",149,28,123,2019
"Yazoo County, Mississippi",328,28,163,2019
"Bolivar County, Mississippi",53,28,011,2019
"Pike County, Mississippi",191,28,113,2019
"Stone County, Mississippi",44,28,131,2019
"Kemper County, Mississippi",0,28,069,2019
"Sunflower County, Mississippi",72,28,133,2019
"Adams County, Mississippi",118,28,001,2019
"DeSoto County, Mississippi",382,28,033,2019
"Delaware County, Pennsylvania",8627,42,045,2019
"Somerset County, Pennsylvania",475,42,111,2019
"Madison County, Missouri",45,29,123,2019
"Vernon County, Missouri",16,29,217,2019
"Nodaway County, Missouri",27,29,147,2019
"Chariton County, Missouri",0,29,041,2019
"Wayne County, Missouri",16,29,223,2019
"Scott County, Missouri",85,29,201,2019
"Barton County, Missouri",0,29,011,2019
"Cedar County, Missouri",29,29,039,2019
"Gasconade County, Missouri",0,29,073,2019
"Macon County, Missouri",0,29,121,2019
"Oregon County, Missouri",24,29,149,2019
"Ste. Genevieve County, Missouri",30,29,186,2019
"Douglas County, Missouri",0,29,067,2019
"Henry County, Missouri",10,29,083,2019
"Lawrence County, Missouri",69,29,109,2019
"Pulaski County, Missouri",1035,29,169,2019
"Texas County, Missouri",64,29,215,2019
"Callaway County, Missouri",28,29,027,2019
"Cooper County, Missouri",44,29,053,2019
"Gentry County, Missouri",22,29,075,2019
"Washington County, Virginia",80,51,191,2019
"Page County, Virginia",119,51,139,2019
"Alexandria city, Virginia",2646,51,510,2019
"Hampton city, Virginia",3386,51,650,2019
"Arlington County, Virginia",2634,51,013,2019
"Buchanan County, Virginia",0,51,027,2019
"Stafford County, Virginia",3041,51,179,2019
"Richmond city, Virginia",1540,51,760,2019
"Essex County, Virginia",191,51,057,2019
"Tazewell County, Virginia",113,51,185,2019
"Manassas Park city, Virginia",406,51,685,2019
"Sussex County, Virginia",95,51,183,2019
"Manassas city, Virginia",486,51,683,2019
"Salem city, Virginia",173,51,775,2019
"Charlotte County, Virginia",222,51,037,2019
"Greensville County, Virginia",49,51,081,2019
"Thurston County, Washington",2385,53,067,2019
"Columbia County, Washington",0,53,013,2019
"Guayanilla Municipio, Puerto Rico",18205,72,059,2019
"Sabana Grande Municipio, Puerto Rico",22406,72,121,2019
"Hormigueros Municipio, Puerto Rico",15762,72,067,2019
"Utuado Municipio, Puerto Rico",28343,72,141,2019
"Florida Municipio, Puerto Rico",11458,72,054,2019
"Moca Municipio, Puerto Rico",35628,72,099,2019
"Salinas Municipio, Puerto Rico",27911,72,123,2019
"Mississippi County, Missouri",0,29,133,2019
"Ozark County, Missouri",30,29,153,2019
"Bollinger County, Missouri",0,29,017,2019
"Sumner County, Tennessee",751,47,165,2019
"Trousdale County, Tennessee",0,47,169,2019
"Clay County, Tennessee",1,47,027,2019
"Moultrie County, Illinois",5,17,139,2019
"Pike County, Illinois",16,17,149,2019
"Pope County, Illinois",0,17,151,2019
"St. Clair County, Illinois",1103,17,163,2019
"Shelby County, Illinois",7,17,173,2019
"Champaign County, Illinois",1475,17,019,2019
"Calhoun County, Illinois",0,17,013,2019
"Ford County, Illinois",59,17,053,2019
"Kane County, Illinois",10528,17,089,2019
"Kendall County, Illinois",2475,17,093,2019
"Brown County, Illinois",27,17,009,2019
"Marion County, Illinois",139,17,121,2019
"Mason County, Illinois",3,17,125,2019
"Iroquois County, Illinois",125,17,075,2019
"Clay County, Illinois",6,17,025,2019
"Gallatin County, Illinois",17,17,059,2019
"Monroe County, Illinois",0,17,133,2019
"Union County, Illinois",109,17,181,2019
"Winnebago County, Illinois",2618,17,201,2019
"Pulaski County, Illinois",15,17,153,2019
"Schuyler County, Illinois",4,17,169,2019
"Edgar County, Illinois",0,17,045,2019
"Boone County, Illinois",418,17,007,2019
"Bureau County, Illinois",135,17,011,2019
"Coles County, Illinois",137,17,029,2019
"Crawford County, Illinois",168,17,033,2019
"Putnam County, Illinois",15,17,155,2019
"De Witt County, Illinois",20,17,039,2019
"Lee County, Illinois",239,17,103,2019
"Macoupin County, Illinois",93,17,117,2019
"Richland County, Illinois",89,17,159,2019
"Washington County, Illinois",77,17,189,2019
"Washington County, Oregon",2643,41,067,2019
"Clatsop County, Oregon",75,41,007,2019
"Cameron County, Pennsylvania",35,42,023,2019
"Bucks County, Pennsylvania",12978,42,017,2019
"Lehigh County, Pennsylvania",48713,42,077,2019
"Clarion County, Pennsylvania",89,42,031,2019
"Greene County, Pennsylvania",249,42,059,2019
"Luzerne County, Pennsylvania",9961,42,079,2019
"Columbia County, Pennsylvania",848,42,037,2019
"Jefferson County, Pennsylvania",132,42,065,2019
"Perry County, Pennsylvania",423,42,099,2019
"Sullivan County, Pennsylvania",44,42,113,2019
"Kent County, Rhode Island",2484,44,003,2019
"Washington County, Rhode Island",1029,44,009,2019
"Newberry County, South Carolina",85,45,071,2019
"Clarendon County, South Carolina",102,45,027,2019
"Sumter County, South Carolina",393,45,085,2019
"Barnwell County, South Carolina",34,45,011,2019
"Darlington County, South Carolina",229,45,031,2019
"York County, South Carolina",2228,45,091,2019
"Cherokee County, South Carolina",376,45,021,2019
"Jasper County, South Carolina",6,45,053,2019
"Lee County, South Carolina",81,45,061,2019
"Abbeville County, South Carolina",135,45,001,2019
"Lyman County, South Dakota",18,46,085,2019
"Deuel County, South Dakota",0,46,039,2019
"Glenn County, California",65,06,021,2019
"Butte County, California",709,06,007,2019
"Kings County, California",729,06,031,2019
"Plumas County, California",94,06,063,2019
"San Luis Obispo County, California",1290,06,079,2019
"Fresno County, California",3945,06,019,2019
"Kern County, California",5059,06,029,2019
"Orange County, California",13084,06,059,2019
"Ventura County, California",3933,06,111,2019
"Calaveras County, California",131,06,009,2019
"Sutter County, California",420,06,101,2019
"San Mateo County, California",3797,06,081,2019
"Tuolumne County, California",142,06,109,2019
"San Joaquin County, California",5201,06,077,2019
"Amador County, California",186,06,005,2019
"Phillips County, Colorado",0,08,095,2019
"Archuleta County, Colorado",13,08,007,2019
"Denver County, Colorado",4172,08,031,2019
"Kiowa County, Colorado",0,08,061,2019
"Huerfano County, Colorado",9,08,055,2019
"Baca County, Colorado",0,08,009,2019
"Gilpin County, Colorado",53,08,047,2019
"Kit Carson County, Colorado",18,08,063,2019
"Gunnison County, Colorado",37,08,051,2019
"Mineral County, Colorado",1,08,079,2019
"Ouray County, Colorado",0,08,091,2019
"Sedgwick County, Colorado",18,08,115,2019
"Weld County, Colorado",1150,08,123,2019
"Custer County, Colorado",0,08,027,2019
"Costilla County, Colorado",0,08,023,2019
"Douglas County, Colorado",1651,08,035,2019
"Lake County, Colorado",0,08,065,2019
"La Plata County, Colorado",151,08,067,2019
"Pitkin County, Colorado",76,08,097,2019
"Rio Grande County, Colorado",14,08,105,2019
"Bent County, Colorado",7,08,011,2019
"Crowley County, Colorado",123,08,025,2019
"San Juan County, Colorado",0,08,111,2019
"Larimer County, Colorado",1123,08,069,2019
"Logan County, Colorado",13,08,075,2019
"San Miguel County, Colorado",0,08,113,2019
"Teller County, Colorado",81,08,119,2019
"Elbert County, Colorado",100,08,039,2019
"Las Animas County, Colorado",62,08,071,2019
"Lincoln County, Colorado",3,08,073,2019
"Summit County, Colorado",87,08,117,2019
"Alamosa County, Colorado",39,08,003,2019
"Delta County, Colorado",17,08,029,2019
"Fremont County, Colorado",194,08,043,2019
"Montrose County, Colorado",100,08,085,2019
"Morgan County, Colorado",74,08,087,2019
"Saguache County, Colorado",21,08,109,2019
"Prowers County, Colorado",3,08,099,2019
"Washington County, Colorado",5,08,121,2019
"Grand County, Colorado",9,08,049,2019
"Otero County, Colorado",58,08,089,2019
"Broomfield County, Colorado",460,08,014,2019
"Sussex County, Delaware",2151,10,005,2019
"District of Columbia, District of Columbia",6145,11,001,2019
"New Haven County, Connecticut",90698,09,009,2019
"Hartford County, Connecticut",111306,09,003,2019
"Shelby County, Tennessee",2384,47,157,2019
"Henderson County, Tennessee",21,47,077,2019
"Jefferson County, Tennessee",101,47,089,2019
"Sequatchie County, Tennessee",114,47,153,2019
"Carroll County, Tennessee",79,47,017,2019
"Davidson County, Tennessee",3884,47,037,2019
"Perry County, Tennessee",0,47,135,2019
"Meigs County, Tennessee",34,47,121,2019
"Haywood County, Tennessee",0,47,075,2019
"Montgomery County, Tennessee",6355,47,125,2019
"Grundy County, Tennessee",42,47,061,2019
"Cocke County, Tennessee",182,47,029,2019
"DeKalb County, Tennessee",0,47,041,2019
"Lewis County, Tennessee",15,47,101,2019
"Obion County, Tennessee",31,47,131,2019
"Tipton County, Tennessee",119,47,167,2019
"Dyer County, Tennessee",148,47,045,2019
"Hamilton County, Tennessee",1910,47,065,2019
"Polk County, Tennessee",107,47,139,2019
"White County, Tennessee",141,47,185,2019
"Sullivan County, Tennessee",510,47,163,2019
"Schoharie County, New York",385,36,095,2019
"Fulton County, New York",1091,36,035,2019
"Rensselaer County, New York",3890,36,083,2019
"Franklin County, New York",952,36,033,2019
"Queens County, New York",110114,36,081,2019
"Washington County, New York",592,36,115,2019
"New York County, New York",103933,36,061,2019
"Cayuga County, New York",944,36,011,2019
"Rockland County, New York",13943,36,087,2019
"Niagara County, New York",3330,36,063,2019
"Essex County, New York",388,36,031,2019
"Nassau County, New York",38769,36,059,2019
"Schuyler County, New York",190,36,097,2019
"Chenango County, New York",386,36,017,2019
"Jefferson County, New York",3465,36,045,2019
"Suffolk County, New York",70989,36,103,2019
"Wyoming County, New York",450,36,121,2019
"Oswego County, New York",1316,36,075,2019
"Wayne County, New York",1901,36,117,2019
"Broome County, New York",3691,36,007,2019
"Hinsdale County, Colorado",0,08,053,2019
"Erie County, New York",34577,36,029,2019
"Sullivan County, New York",5146,36,105,2019
"Orange County, New York",32823,36,071,2019
"Haywood County, North Carolina",182,37,087,2019
"Forsyth County, North Carolina",4756,37,067,2019
"Lake County, Indiana",15202,18,089,2019
"Montgomery County, Indiana",65,18,107,2019
"Adams County, Indiana",24,18,001,2019
"Fayette County, Indiana",9,18,041,2019
"Clay County, Indiana",0,18,021,2019
"Dubois County, Indiana",16,18,037,2019
"Franklin County, Indiana",0,18,047,2019
"Hancock County, Indiana",160,18,059,2019
"Howard County, Indiana",99,18,067,2019
"Ohio County, Indiana",31,18,115,2019
"Parke County, Indiana",16,18,121,2019
"Randolph County, Indiana",63,18,135,2019
"Benton County, Indiana",15,18,007,2019
"Brown County, Indiana",20,18,013,2019
"Putnam County, Indiana",77,18,133,2019
"Washington County, Indiana",9,18,175,2019
"Daviess County, Indiana",81,18,027,2019
"Henry County, Indiana",88,18,065,2019
"Knox County, Indiana",37,18,083,2019
"Madison County, Indiana",446,18,095,2019
"Pike County, Indiana",0,18,125,2019
"Pulaski County, Indiana",20,18,131,2019
"Steuben County, Indiana",61,18,151,2019
"Laramie County, Wyoming",344,56,021,2019
"Teton County, Wyoming",91,56,039,2019
"San Jacinto County, Texas",0,48,407,2019
"Upshur County, Texas",0,48,459,2019
"Waller County, Texas",46,48,473,2019
"Wilson County, Texas",280,48,493,2019
"Hockley County, Texas",45,48,219,2019
"Midland County, Texas",813,48,329,2019
"Llano County, Texas",10,48,299,2019
"Fannin County, Texas",37,48,147,2019
"Brazos County, Texas",624,48,041,2019
"Gaines County, Texas",37,48,165,2019
"Gray County, Texas",9,48,179,2019
"Jack County, Texas",54,48,237,2019
"Bosque County, Texas",27,48,035,2019
"Bexar County, Texas",29016,48,029,2019
"Baylor County, Texas",0,48,023,2019
"Denton County, Texas",6680,48,121,2019
"Galveston County, Texas",3189,48,167,2019
"Roberts County, Texas",6,48,393,2019
"Uvalde County, Texas",316,48,463,2019
"Bowie County, Texas",134,48,037,2019
"Kent County, Texas",0,48,263,2019
"Somervell County, Texas",27,48,425,2019
"Hardin County, Texas",53,48,199,2019
"Leon County, Texas",25,48,289,2019
"Newton County, Texas",0,48,351,2019
"Reeves County, Texas",53,48,389,2019
"Travis County, Texas",10735,48,453,2019
"Collingsworth County, Texas",0,48,087,2019
"Erath County, Texas",189,48,143,2019
"Motley County, Texas",9,48,345,2019
"Coleman County, Texas",21,48,083,2019
"Medina County, Texas",227,48,325,2019
"Henderson County, Texas",199,48,213,2019
"Lamar County, Texas",214,48,277,2019
"Kimble County, Texas",0,48,267,2019
"Washington County, Texas",57,48,477,2019
"Stephens County, Texas",32,48,429,2019
"Andrews County, Texas",77,48,003,2019
"Gonzales County, Texas",0,48,177,2019
"Lynn County, Texas",47,48,305,2019
"Zapata County, Texas",3,48,505,2019
"Hood County, Texas",71,48,221,2019
"King County, Texas",0,48,269,2019
"Cherokee County, Texas",27,48,073,2019
"Delta County, Texas",0,48,119,2019
"Jones County, Texas",36,48,253,2019
"Windham County, Connecticut",9347,09,015,2019
"New London County, Connecticut",13776,09,011,2019
"Middlesex County, Connecticut",5094,09,007,2019
"Tolland County, Connecticut",4547,09,013,2019
"Fairfield County, Connecticut",53368,09,001,2019
"Washington County, Florida",360,12,133,2019
"Duval County, Florida",27458,12,031,2019
"Bradford County, Florida",308,12,007,2019
"Brevard County, Florida",22852,12,009,2019
"Clay County, Florida",8169,12,019,2019
"Lafayette County, Florida",148,12,067,2019
"Lake County, Florida",21314,12,069,2019
"Nassau County, Florida",963,12,089,2019
"Pinellas County, Florida",28025,12,103,2019
"Polk County, Florida",63890,12,105,2019
"St. Lucie County, Florida",16495,12,111,2019
"Glades County, Florida",202,12,043,2019
"Hendry County, Florida",1240,12,051,2019
"Indian River County, Florida",2663,12,061,2019
"Jackson County, Florida",635,12,063,2019
"St. Johns County, Florida",5872,12,109,2019
"Seminole County, Florida",46264,12,117,2019
"Bay County, Florida",3345,12,005,2019
"Flagler County, Florida",6031,12,035,2019
"Gulf County, Florida",156,12,045,2019
"Liberty County, Florida",46,12,077,2019
"Osceola County, Florida",113258,12,097,2019
"Walton County, Florida",566,12,131,2019
"Gadsden County, Florida",169,12,039,2019
"Jefferson County, Florida",212,12,065,2019
"Marion County, Florida",21307,12,083,2019
"Hardee County, Florida",811,12,049,2019
"Okeechobee County, Florida",557,12,093,2019
"Orange County, Florida",199936,12,095,2019
"Gilchrist County, Florida",119,12,041,2019
"Suwannee County, Florida",359,12,121,2019
"Alachua County, Florida",7061,12,001,2019
"Calhoun County, Florida",163,12,013,2019
"Charlotte County, Florida",3850,12,015,2019
"Dixie County, Florida",115,12,029,2019
"Martin County, Florida",4062,12,085,2019
"Sarasota County, Florida",7052,12,115,2019
"Manatee County, Florida",10029,12,081,2019
"Citrus County, Florida",3189,12,017,2019
"Baker County, Florida",149,12,003,2019
"Santa Rosa County, Florida",2214,12,113,2019
"Leon County, Florida",3970,12,073,2019
"Broward County, Florida",88416,12,011,2019
"Monroe County, Florida",1599,12,087,2019
"Hernando County, Florida",14151,12,053,2019
"Hillsborough County, Florida",118467,12,057,2019
"Taylor County, Florida",395,12,123,2019
"Wakulla County, Florida",517,12,129,2019
"McDuffie County, Georgia",0,13,189,2019
"Morgan County, Georgia",163,13,211,2019
"Heard County, Georgia",0,13,149,2019
"Dougherty County, Georgia",215,13,095,2019
"Fannin County, Georgia",55,13,111,2019
"Houston County, Georgia",1699,13,153,2019
"Laurens County, Georgia",301,13,175,2019
"Spalding County, Georgia",735,13,255,2019
"Telfair County, Georgia",38,13,271,2019
"Warren County, Indiana",2,18,171,2019
"Vermillion County, Indiana",3,18,165,2019
"Wells County, Indiana",37,18,179,2019
"Allen County, Indiana",1724,18,003,2019
"Decatur County, Indiana",35,18,031,2019
"Delaware County, Indiana",341,18,035,2019
"Floyd County, Indiana",271,18,043,2019
"Jefferson County, Indiana",106,18,077,2019
"Jennings County, Indiana",0,18,079,2019
"Johnson County, Indiana",838,18,081,2019
"Miami County, Indiana",139,18,103,2019
"Morgan County, Indiana",71,18,109,2019
"Gibson County, Indiana",68,18,051,2019
"Newton County, Indiana",89,18,111,2019
"Orange County, Indiana",46,18,117,2019
"St. Joseph County, Indiana",1101,18,141,2019
"Kosciusko County, Indiana",448,18,085,2019
"Marshall County, Indiana",91,18,099,2019
"Switzerland County, Indiana",35,18,155,2019
"Vanderburgh County, Indiana",376,18,163,2019
"Blackford County, Indiana",0,18,009,2019
"Scott County, Indiana",21,18,143,2019
"Monroe County, Indiana",433,18,105,2019
"Elkhart County, Indiana",1832,18,039,2019
"Crawford County, Indiana",44,18,025,2019
"Cass County, Indiana",184,18,017,2019
"Marion County, Indiana",5515,18,097,2019
"Wayne County, Indiana",190,18,177,2019
"Butler County, Iowa",5,19,023,2019
"Fremont County, Iowa",6,19,071,2019
"Hamilton County, Iowa",0,19,079,2019
"Taylor County, Iowa",0,19,173,2019
"Union County, Iowa",50,19,175,2019
"Worth County, Iowa",9,19,195,2019
"Ringgold County, Iowa",0,19,159,2019
"Adair County, Iowa",23,19,001,2019
"Chickasaw County, Iowa",17,19,037,2019
"Clarke County, Iowa",11,19,039,2019
"Dickinson County, Iowa",13,19,059,2019
"Johnson County, Iowa",580,19,103,2019
"Keokuk County, Iowa",0,19,107,2019
"Tama County, Iowa",15,19,171,2019
"Wapello County, Iowa",45,19,179,2019
"Franklin County, Iowa",0,19,069,2019
"Carroll County, Iowa",34,19,027,2019
"Cedar County, Iowa",2,19,031,2019
"Floyd County, Iowa",50,19,067,2019
"Greene County, Iowa",59,19,073,2019
"Louisa County, Iowa",14,19,115,2019
"Lyon County, Iowa",5,19,119,2019
"Union County, Georgia",236,13,291,2019
"Bladen County, North Carolina",92,37,017,2019
"Carteret County, North Carolina",322,37,031,2019
"Bertie County, North Carolina",72,37,015,2019
"Martin County, North Carolina",45,37,117,2019
"Perquimans County, North Carolina",187,37,143,2019
"Rockingham County, North Carolina",390,37,157,2019
"Camden County, North Carolina",152,37,029,2019
"Gaston County, North Carolina",1944,37,071,2019
"Moore County, North Carolina",855,37,125,2019
"Stanly County, North Carolina",170,37,167,2019
"Yancey County, North Carolina",0,37,199,2019
"Chatham County, North Carolina",336,37,037,2019
"Johnston County, North Carolina",2782,37,101,2019
"Person County, North Carolina",221,37,145,2019
"Ashe County, North Carolina",72,37,009,2019
"Lenoir County, North Carolina",273,37,107,2019
"Onslow County, North Carolina",5768,37,133,2019
"Rutherford County, North Carolina",228,37,161,2019
"Yadkin County, North Carolina",9,37,197,2019
"Burke County, North Carolina",334,37,023,2019
"Traill County, North Dakota",28,38,097,2019
