NAME,B03001_005E,state,county,year
"Clay County, North Carolina",6,37,043,2011
"Cumberland County, North Carolina",9798,37,051,2011
"Guilford County, North Carolina",3178,37,081,2011
"Jackson County, North Carolina",213,37,099,2011
"Pasquotank County, North Carolina",325,37,139,2011
"Robeson County, North Carolina",136,37,155,2011
"Swain County, North Carolina",60,37,173,2011
"Wake County, North Carolina",8613,37,183,2011
"Anson County, North Carolina",41,37,007,2011
"McDowell County, North Carolina",51,37,111,2011
"Franklin County, North Carolina",381,37,069,2011
"Jones County, North Carolina",10,37,103,2011
"Macon County, North Carolina",162,37,113,2011
"Brunswick County, North Carolina",325,37,019,2011
"Transylvania County, North Carolina",88,37,175,2011
"Beaufort County, North Carolina",244,37,013,2011
"Columbus County, North Carolina",63,37,047,2011
"Lincoln County, North Carolina",227,37,109,2011
"Montgomery County, North Carolina",61,37,123,2011
"Orange County, North Carolina",539,37,135,2011
"Richmond County, North Carolina",165,37,153,2011
"Sampson County, North Carolina",720,37,163,2011
"Surry County, North Carolina",376,37,171,2011
"Avery County, North Carolina",86,37,011,2011
"Buncombe County, North Carolina",1057,37,021,2011
"Cabarrus County, North Carolina",1757,37,025,2011
"Caswell County, North Carolina",211,37,033,2011
"Davie County, North Carolina",100,37,059,2011
"Davidson County, North Carolina",314,37,057,2011
"Duplin County, North Carolina",285,37,061,2011
"Durham County, North Carolina",2297,37,063,2011
"Hertford County, North Carolina",24,37,091,2011
"Lee County, North Carolina",818,37,105,2011
"New Hanover County, North Carolina",1632,37,129,2011
"Pender County, North Carolina",187,37,141,2011
"Wayne County, North Carolina",705,37,191,2011
"Scotland County, North Carolina",52,37,165,2011
"Watauga County, North Carolina",70,37,189,2011
"Halifax County, North Carolina",254,37,083,2011
"Alamance County, North Carolina",1031,37,001,2011
"Tyrrell County, North Carolina",0,37,177,2011
"Stark County, North Dakota",0,38,089,2011
"Wells County, North Dakota",0,38,103,2011
"Burke County, North Dakota",15,38,013,2011
"Mountrail County, North Dakota",7,38,061,2011
"Williams County, North Dakota",0,38,105,2011
"Billings County, North Dakota",0,38,007,2011
"Kidder County, North Dakota",0,38,043,2011
"Cavalier County, North Dakota",0,38,019,2011
"Grant County, North Dakota",0,38,037,2011
"McHenry County, North Dakota",7,38,049,2011
"Steele County, North Dakota",0,38,091,2011
"Benson County, North Dakota",0,38,005,2011
"LaMoure County, North Dakota",0,38,045,2011
"Morton County, North Dakota",143,38,059,2011
"Dunn County, North Dakota",0,38,025,2011
"McIntosh County, North Dakota",0,38,051,2011
"Nelson County, North Dakota",0,38,063,2011
"Rolette County, North Dakota",38,38,079,2011
"Walsh County, North Dakota",16,38,099,2011
"Bottineau County, North Dakota",22,38,009,2011
"Barnes County, North Dakota",0,38,003,2011
"Grand Forks County, North Dakota",68,38,035,2011
"McKenzie County, North Dakota",0,38,053,2011
"McLean County, North Dakota",47,38,055,2011
"Pierce County, North Dakota",0,38,069,2011
"Renville County, North Dakota",0,38,075,2011
"Bowman County, North Dakota",0,38,011,2011
"Burleigh County, North Dakota",41,38,015,2011
"Logan County, North Dakota",5,38,047,2011
