NAME,B03001_005E,state,county,year
"Manatí Municipio, Puerto Rico",43636,72,091,2010
"Merced County, California",781,06,047,2010
"Modoc County, California",2,06,049,2010
"Mono County, California",12,06,051,2010
"Monterey County, California",1845,06,053,2010
"Napa County, California",244,06,055,2010
"Nevada County, California",694,06,057,2010
"Orange County, California",10924,06,059,2010
"Placer County, California",1375,06,061,2010
"Plumas County, California",27,06,063,2010
"Riverside County, California",12724,06,065,2010
"Sacramento County, California",7978,06,067,2010
"San Benito County, California",124,06,069,2010
"San Bernardino County, California",12640,06,071,2010
"San Diego County, California",16103,06,073,2010
"San Francisco County, California",3592,06,075,2010
"San Joaquin County, California",4187,06,077,2010
"San Luis Obispo County, California",687,06,079,2010
"San Mateo County, California",4025,06,081,2010
"Santa Barbara County, California",1406,06,083,2010
"Santa Clara County, California",7171,06,085,2010
"Santa Cruz County, California",298,06,087,2010
"Shasta County, California",381,06,089,2010
"Sierra County, California",0,06,091,2010
"Siskiyou County, California",45,06,093,2010
"Solano County, California",3185,06,095,2010
"Sonoma County, California",1612,06,097,2010
"Stanislaus County, California",3286,06,099,2010
"Sutter County, California",355,06,101,2010
"Tehama County, California",203,06,103,2010
"Trinity County, California",30,06,105,2010
"Tulare County, California",1072,06,107,2010
"Tuolumne County, California",158,06,109,2010
"Ventura County, California",2717,06,111,2010
"Yolo County, California",1032,06,113,2010
"Yuba County, California",418,06,115,2010
"Adams County, Colorado",1082,08,001,2010
"Alamosa County, Colorado",50,08,003,2010
"Arapahoe County, Colorado",2747,08,005,2010
"Archuleta County, Colorado",5,08,007,2010
"Baca County, Colorado",0,08,009,2010
"Bent County, Colorado",10,08,011,2010
"Boulder County, Colorado",677,08,013,2010
"Broomfield County, Colorado",240,08,014,2010
"Chaffee County, Colorado",5,08,015,2010
"Cheyenne County, Colorado",0,08,017,2010
"Clear Creek County, Colorado",0,08,019,2010
"Conejos County, Colorado",18,08,021,2010
"Costilla County, Colorado",46,08,023,2010
"Crowley County, Colorado",4,08,025,2010
"Custer County, Colorado",0,08,027,2010
"Delta County, Colorado",9,08,029,2010
"Denver County, Colorado",2346,08,031,2010
"Dolores County, Colorado",0,08,033,2010
"Douglas County, Colorado",862,08,035,2010
