NAME,B03001_005E,state,county,year
"Forsyth County, Georgia",1382,13,117,2013
"Hart County, Georgia",77,13,147,2013
"Lowndes County, Georgia",1177,13,185,2013
"Meriwether County, Georgia",17,13,199,2013
"Putnam County, Georgia",115,13,237,2013
"Sumter County, Georgia",105,13,261,2013
"Warren County, Georgia",2,13,301,2013
"Baker County, Georgia",0,13,007,2013
"Butts County, Georgia",159,13,035,2013
"Candler County, Georgia",31,13,043,2013
"Carroll County, Georgia",679,13,045,2013
"Early County, Georgia",30,13,099,2013
"Crisp County, Georgia",14,13,081,2013
"Coweta County, Georgia",1207,13,077,2013
"Cobb County, Georgia",7384,13,067,2013
"Dade County, Georgia",100,13,083,2013
"Wilkes County, Georgia",0,13,317,2013
"Brooks County, Georgia",29,13,027,2013
"Gordon County, Georgia",74,13,129,2013
"Elbert County, Georgia",3,13,105,2013
"Jenkins County, Georgia",41,13,165,2013
"Newton County, Georgia",820,13,217,2013
"Greene County, Georgia",4,13,133,2013
"Colquitt County, Georgia",101,13,071,2013
"Dawson County, Georgia",106,13,085,2013
"Clayton County, Georgia",1818,13,063,2013
"Hall County, Georgia",1141,13,139,2013
"Honolulu County, Hawaii",27929,15,003,2013
"Maui County, Hawaii",6254,15,009,2013
"Kalawao County, Hawaii",1,15,005,2013
"Oneida County, Idaho",9,16,071,2013
"Gem County, Idaho",123,16,045,2013
"Valley County, Idaho",0,16,085,2013
"Adams County, Idaho",3,16,003,2013
"Woodbury County, Iowa",392,19,193,2013
"Jackson County, Iowa",0,19,097,2013
"Lee County, Iowa",66,19,111,2013
"Warren County, Iowa",31,19,181,2013
"Plymouth County, Iowa",24,19,149,2013
"Clay County, Iowa",62,19,041,2013
"Delaware County, Iowa",0,19,055,2013
"Wayne County, Iowa",51,19,185,2013
"Scott County, Iowa",312,19,163,2013
"Sherman County, Kansas",9,20,181,2013
"Thomas County, Kansas",0,20,193,2013
"Morris County, Kansas",19,20,127,2013
"Rooks County, Kansas",8,20,163,2013
"Clark County, Kansas",0,20,025,2013
"Harper County, Kansas",18,20,077,2013
"Lyon County, Kansas",87,20,111,2013
"Pawnee County, Kansas",13,20,145,2013
"Comanche County, Kansas",0,20,033,2013
"Gove County, Kansas",0,20,063,2013
"Harvey County, Kansas",151,20,079,2013
"Gray County, Kansas",12,20,069,2013
"Chase County, Kansas",0,20,017,2013
"Grant County, Kansas",95,20,067,2013
"Logan County, Kansas",0,20,109,2013
"Pottawatomie County, Kansas",134,20,149,2013
"Butler County, Kansas",133,20,015,2013
"Saline County, Kansas",230,20,169,2013
"Wabaunsee County, Kansas",3,20,197,2013
"Fayette County, Georgia",811,13,113,2013
"Woodson County, Kansas",5,20,207,2013
"Osborne County, Kansas",0,20,141,2013
"Finney County, Kansas",131,20,055,2013
"Kiowa County, Kansas",0,20,097,2013
"Washington County, Kansas",0,20,201,2013
"Morton County, Kansas",0,20,129,2013
"Barton County, Kansas",11,20,009,2013
"Doniphan County, Kansas",13,20,043,2013
"Lane County, Kansas",12,20,101,2013
"Marion County, Kansas",41,20,115,2013
"Brown County, Kansas",6,20,013,2013
"Riley County, Kansas",1308,20,161,2013
"Dickinson County, Kansas",50,20,041,2013
"Garrard County, Kentucky",48,21,079,2013
"Campbell County, Kentucky",149,21,037,2013
"Grant County, Kentucky",61,21,081,2013
"Logan County, Kentucky",3,21,141,2013
"Mercer County, Kentucky",82,21,167,2013
"Brown County, Illinois",30,17,009,2013
"Marshall County, Illinois",52,17,123,2013
"Christian County, Illinois",57,17,021,2013
"Jackson County, Illinois",307,17,077,2013
"Union County, Illinois",37,17,181,2013
"Saline County, Illinois",35,17,165,2013
"Whiteside County, Illinois",371,17,195,2013
"DeKalb County, Illinois",1083,17,037,2013
"Jasper County, Illinois",1,17,079,2013
"Will County, Illinois",5970,17,197,2013
"Douglas County, Illinois",32,17,041,2013
"Greene County, Illinois",38,17,061,2013
"Hardin County, Illinois",1,17,069,2013
"Knox County, Illinois",152,17,095,2013
"Massac County, Illinois",6,17,127,2013
"Kane County, Illinois",9848,17,089,2013
"San Diego County, California",19859,06,073,2013
"Tulare County, California",1090,06,107,2013
"Yolo County, California",857,06,113,2013
"Humboldt County, California",261,06,023,2013
"Nevada County, California",283,06,057,2013
"Alpine County, California",6,06,003,2013
"Madera County, California",525,06,039,2013
"Mendocino County, California",92,06,045,2013
"Santa Cruz County, California",469,06,087,2013
"Trinity County, California",29,06,105,2013
"Los Angeles County, California",47125,06,037,2013
"Riverside County, California",13699,06,065,2013
"San Bernardino County, California",15603,06,071,2013
"Santa Clara County, California",7377,06,085,2013
"Marin County, California",1086,06,041,2013
"Placer County, California",1464,06,061,2013
"Siskiyou County, California",134,06,093,2013
"Shasta County, California",531,06,089,2013
"Solano County, California",3680,06,095,2013
"Del Norte County, California",148,06,015,2013
"Glenn County, California",71,06,021,2013
"Butte County, California",657,06,007,2013
"Plumas County, California",21,06,063,2013
"San Luis Obispo County, California",853,06,079,2013
"Kern County, California",4177,06,029,2013
"Ventura County, California",3872,06,111,2013
"Calaveras County, California",113,06,009,2013
"San Mateo County, California",3732,06,081,2013
"Tuolumne County, California",198,06,109,2013
"Amador County, California",149,06,005,2013
"Phillips County, Colorado",5,08,095,2013
"Denver County, Colorado",3282,08,031,2013
"Kiowa County, Colorado",0,08,061,2013
"Baca County, Colorado",0,08,009,2013
"Gilpin County, Colorado",3,08,047,2013
"Kit Carson County, Colorado",14,08,063,2013
"Gunnison County, Colorado",61,08,051,2013
"Jefferson County, Colorado",1656,08,059,2013
"Ouray County, Colorado",0,08,091,2013
"Rio Blanco County, Colorado",0,08,103,2013
"Weld County, Colorado",1336,08,123,2013
"Conejos County, Colorado",12,08,021,2013
"Costilla County, Colorado",7,08,023,2013
"La Plata County, Colorado",226,08,067,2013
"Moffat County, Colorado",24,08,081,2013
"Rio Grande County, Colorado",0,08,105,2013
"Bent County, Colorado",14,08,011,2013
"Crowley County, Colorado",14,08,025,2013
"San Juan County, Colorado",0,08,111,2013
"Jackson County, Colorado",1,08,057,2013
"Logan County, Colorado",109,08,075,2013
"Montezuma County, Colorado",7,08,083,2013
"Teller County, Colorado",36,08,119,2013
"Boulder County, Colorado",893,08,013,2013
"Las Animas County, Colorado",23,08,071,2013
"Lincoln County, Colorado",1,08,073,2013
"Routt County, Colorado",12,08,107,2013
"Alamosa County, Colorado",53,08,003,2013
"Clear Creek County, Colorado",16,08,019,2013
"Fremont County, Colorado",184,08,043,2013
"Tazewell County, Illinois",464,17,179,2013
"Douglas County, Colorado",869,08,035,2013
"Eagle County, Colorado",0,08,037,2013
"Pueblo County, Colorado",1281,08,101,2013
"Montrose County, Colorado",0,08,085,2013
"Morgan County, Colorado",121,08,087,2013
"Park County, Colorado",24,08,093,2013
"Saguache County, Colorado",4,08,109,2013
"Mesa County, Colorado",341,08,077,2013
"Prowers County, Colorado",17,08,099,2013
"Hinsdale County, Colorado",0,08,053,2013
"El Paso County, Colorado",7606,08,041,2013
"Washington County, Colorado",5,08,121,2013
"Grand County, Colorado",0,08,049,2013
"Arapahoe County, Colorado",3247,08,005,2013
"Otero County, Colorado",45,08,089,2013
"Broomfield County, Colorado",252,08,014,2013
"New Castle County, Delaware",16835,10,003,2013
"Sussex County, Delaware",2759,10,005,2013
"Kent County, Delaware",4450,10,001,2013
"District of Columbia, District of Columbia",3753,11,001,2013
"New Haven County, Connecticut",82551,09,009,2013
"Litchfield County, Connecticut",2766,09,005,2013
"Hartford County, Connecticut",97788,09,003,2013
"New London County, Connecticut",13658,09,011,2013
"Tolland County, Connecticut",4321,09,013,2013
"Fairfield County, Connecticut",54325,09,001,2013
"Duval County, Florida",22464,12,031,2013
"Bradford County, Florida",227,12,007,2013
"Clay County, Florida",4744,12,019,2013
"Lafayette County, Florida",66,12,067,2013
"Nassau County, Florida",654,12,089,2013
"Pinellas County, Florida",23009,12,103,2013
"St. Lucie County, Florida",12590,12,111,2013
"Hendry County, Florida",1182,12,051,2013
"Indian River County, Florida",2088,12,061,2013
"Palm Beach County, Florida",36621,12,099,2013
"St. Johns County, Florida",3173,12,109,2013
"Miami-Dade County, Florida",100942,12,086,2013
"Flagler County, Florida",3218,12,035,2013
"Franklin County, Florida",161,12,037,2013
"Hamilton County, Florida",161,12,047,2013
"Gadsden County, Florida",234,12,039,2013
"Holmes County, Florida",112,12,059,2013
"Lee County, Florida",26122,12,071,2013
"Marion County, Florida",16110,12,083,2013
"Collier County, Florida",6985,12,021,2013
"Okeechobee County, Florida",484,12,093,2013
"Pasco County, Florida",23229,12,101,2013
"Highlands County, Florida",5832,12,055,2013
"Suwannee County, Florida",456,12,121,2013
"DeSoto County, Florida",590,12,027,2013
"Calhoun County, Florida",39,12,013,2013
"Columbia County, Florida",1305,12,023,2013
"Dixie County, Florida",166,12,029,2013
"Putnam County, Florida",1540,12,107,2013
"Union County, Florida",257,12,125,2013
"Manatee County, Florida",5928,12,081,2013
"Levy County, Florida",1107,12,075,2013
"Baker County, Florida",132,12,003,2013
"Volusia County, Florida",28711,12,127,2013
"Leon County, Florida",3212,12,073,2013
"Madison County, Florida",218,12,079,2013
"Liberty County, Florida",63,12,077,2013
"Sumter County, Florida",1405,12,119,2013
"Saline County, Missouri",1,29,195,2013
"Worth County, Missouri",13,29,227,2013
"Grundy County, Missouri",44,29,079,2013
"Morgan County, Missouri",8,29,141,2013
"Reynolds County, Missouri",5,29,179,2013
"St. Louis County, Missouri",1805,29,189,2013
"Stone County, Missouri",35,29,209,2013
"Barry County, Missouri",22,29,009,2013
"Boone County, Missouri",585,29,019,2013
"Cole County, Missouri",216,29,051,2013
"Crawford County, Missouri",4,29,055,2013
"Iron County, Missouri",0,29,093,2013
"Livingston County, Missouri",0,29,117,2013
"Moniteau County, Missouri",38,29,135,2013
"Pemiscot County, Missouri",4,29,155,2013
"Pettis County, Missouri",65,29,159,2013
"Shannon County, Missouri",0,29,203,2013
"Randolph County, Missouri",50,29,175,2013
"Dunklin County, Missouri",48,29,069,2013
"Franklin County, Missouri",122,29,071,2013
"Howard County, Missouri",0,29,089,2013
"Jackson County, Missouri",2325,29,095,2013
"Miller County, Missouri",0,29,131,2013
"Putnam County, Missouri",3,29,171,2013
"Taney County, Missouri",37,29,213,2013
"Buchanan County, Missouri",241,29,021,2013
"Caldwell County, Missouri",0,29,025,2013
"Cass County, Missouri",144,29,037,2013
"Clinton County, Missouri",12,29,049,2013
"Dallas County, Missouri",2,29,059,2013
"Hickory County, Missouri",0,29,085,2013
"Lincoln County, Missouri",83,29,113,2013
"Monroe County, Missouri",35,29,137,2013
"Newton County, Missouri",50,29,145,2013
"Pike County, Missouri",24,29,163,2013
"St. Charles County, Missouri",681,29,183,2013
"Cape Girardeau County, Missouri",127,29,031,2013
"Shelby County, Missouri",0,29,205,2013
"Webster County, Missouri",0,29,225,2013
"Dent County, Missouri",0,29,065,2013
"Atchison County, Missouri",19,29,005,2013
"Bates County, Missouri",4,29,013,2013
"Benton County, Missouri",20,29,015,2013
"Carter County, Missouri",0,29,035,2013
"Dade County, Missouri",10,29,057,2013
"Linn County, Missouri",5,29,115,2013
"Howell County, Missouri",0,29,091,2013
"Johnson County, Missouri",168,29,101,2013
"Laclede County, Missouri",0,29,105,2013
"Maries County, Missouri",0,29,125,2013
"Phelps County, Missouri",35,29,161,2013
"Platte County, Missouri",333,29,165,2013
"St. Francois County, Missouri",4,29,187,2013
"St. Louis city, Missouri",732,29,510,2013
"Andrew County, Missouri",0,29,003,2013
"Butler County, Missouri",10,29,023,2013
"Carroll County, Missouri",2,29,033,2013
"Daviess County, Missouri",22,29,061,2013
"Holt County, Missouri",1,29,087,2013
"Ripley County, Missouri",7,29,181,2013
"Warren County, Missouri",13,29,219,2013
"Washington County, Missouri",0,29,221,2013
"Christian County, Missouri",109,29,043,2013
"DeKalb County, Missouri",0,29,063,2013
"Harrison County, Missouri",0,29,081,2013
"Lafayette County, Missouri",114,29,107,2013
"Adair County, Missouri",26,29,001,2013
"Scotland County, Missouri",0,29,199,2013
"Sullivan County, Missouri",101,29,211,2013
"Clark County, Missouri",0,29,045,2013
"Jasper County, Missouri",130,29,097,2013
"Lewis County, Missouri",0,29,111,2013
"McDonald County, Missouri",0,29,119,2013
"Perry County, Missouri",20,29,157,2013
"Polk County, Missouri",0,29,167,2013
"Ray County, Missouri",160,29,177,2013
"Hill County, Montana",19,30,041,2013
"Chouteau County, Montana",0,30,015,2013
"Lincoln County, Montana",0,30,053,2013
"Park County, Montana",0,30,067,2013
"Treasure County, Montana",0,30,103,2013
"Blaine County, Montana",2,30,005,2013
"Sweet Grass County, Montana",0,30,097,2013
"Teton County, Montana",0,30,099,2013
"Prairie County, Montana",0,30,079,2013
"Glacier County, Montana",0,30,035,2013
"Fallon County, Montana",0,30,025,2013
"Golden Valley County, Montana",0,30,037,2013
"Silver Bow County, Montana",19,30,093,2013
"Stillwater County, Montana",34,30,095,2013
"Jefferson County, Montana",0,30,043,2013
"Granite County, Montana",0,30,039,2013
"Wheatland County, Montana",0,30,107,2013
"Madison County, Montana",4,30,057,2013
"Sheridan County, Montana",0,30,091,2013
"Carter County, Montana",0,30,011,2013
"Big Horn County, Montana",0,30,003,2013
"Lake County, Montana",4,30,047,2013
"Lewis and Clark County, Montana",82,30,049,2013
"Lincoln County, New Mexico",92,35,027,2013
"Marion County, Missouri",0,29,127,2013
"Osage County, Missouri",0,29,151,2013
"Chaves County, New Mexico",141,35,005,2013
"Lea County, New Mexico",46,35,025,2013
"Santa Fe County, New Mexico",604,35,049,2013
"Union County, New Mexico",0,35,059,2013
"Sierra County, New Mexico",30,35,051,2013
"Socorro County, New Mexico",4,35,053,2013
"Roosevelt County, New Mexico",193,35,041,2013
"Doña Ana County, New Mexico",973,35,013,2013
"Los Alamos County, New Mexico",23,35,028,2013
"Rio Arriba County, New Mexico",35,35,039,2013
"San Miguel County, New Mexico",7,35,047,2013
"Valencia County, New Mexico",126,35,061,2013
"Torrance County, New Mexico",14,35,057,2013
"Bernalillo County, New Mexico",2645,35,001,2013
"Otero County, New Mexico",623,35,035,2013
"Cibola County, New Mexico",87,35,006,2013
"Guadalupe County, New Mexico",0,35,019,2013
"Catron County, New Mexico",0,35,003,2013
"Bronx County, New York",306267,36,005,2013
"Onondaga County, New York",10466,36,067,2013
"Clinton County, New York",760,36,019,2013
"Seneca County, New York",615,36,099,2013
"Putnam County, New York",4306,36,079,2013
"Herkimer County, New York",436,36,043,2013
"Ontario County, New York",2143,36,069,2013
"Steuben County, New York",600,36,101,2013
"Hamilton County, New York",18,36,041,2013
"Chautauqua County, New York",6611,36,013,2013
"Kings County, New York",176927,36,047,2013
"Tioga County, New York",358,36,107,2013
"Orleans County, New York",780,36,073,2013
"Saratoga County, New York",2018,36,091,2013
"Columbia County, New York",1301,36,021,2013
"Lewis County, New York",138,36,049,2013
"Westchester County, New York",47891,36,119,2013
"Delaware County, New York",671,36,025,2013
"Montgomery County, New York",4292,36,057,2013
"Richmond County, New York",38729,36,085,2013
"St. Lawrence County, New York",1045,36,089,2013
"Tompkins County, New York",1496,36,109,2013
"Warren County, New York",506,36,113,2013
"Cortland County, New York",373,36,023,2013
"Dutchess County, New York",11162,36,027,2013
"Monroe County, New York",39139,36,055,2013
"Oneida County, New York",6501,36,065,2013
"Ulster County, New York",7470,36,111,2013
"Chemung County, New York",1125,36,015,2013
"Livingston County, New York",1076,36,051,2013
"Otsego County, New York",606,36,077,2013
"Greene County, New York",1494,36,039,2013
"Albany County, New York",8369,36,001,2013
"Allegany County, New York",242,36,003,2013
"Cattaraugus County, New York",605,36,009,2013
"Madison County, New York",613,36,053,2013
"Schenectady County, New York",5439,36,093,2013
"Genesee County, New York",775,36,037,2013
"Yates County, New York",295,36,123,2013
"Greene County, North Carolina",21,37,079,2013
"Mitchell County, North Carolina",17,37,121,2013
"Chowan County, North Carolina",14,37,041,2013
"De Baca County, New Mexico",0,35,011,2013
"Alleghany County, North Carolina",140,37,005,2013
"Caldwell County, North Carolina",217,37,027,2013
"Catawba County, North Carolina",581,37,035,2013
"Cleveland County, North Carolina",253,37,045,2013
"Craven County, North Carolina",1115,37,049,2013
"Edgecombe County, North Carolina",137,37,065,2013
"Granville County, North Carolina",703,37,077,2013
"Harnett County, North Carolina",2675,37,085,2013
"Hoke County, North Carolina",1809,37,093,2013
"Henderson County, North Carolina",286,37,089,2013
"Hyde County, North Carolina",0,37,095,2013
"Iredell County, North Carolina",1084,37,097,2013
"Mecklenburg County, North Carolina",9145,37,119,2013
"Rowan County, North Carolina",433,37,159,2013
"Vance County, North Carolina",204,37,181,2013
"Cherokee County, North Carolina",116,37,039,2013
"Currituck County, North Carolina",240,37,053,2013
"Union County, North Carolina",1800,37,179,2013
"Wilkes County, North Carolina",135,37,193,2013
"Nash County, North Carolina",252,37,127,2013
"Alexander County, North Carolina",43,37,003,2013
"Dare County, North Carolina",57,37,055,2013
"Warren County, North Carolina",147,37,185,2013
"Wilson County, North Carolina",215,37,195,2013
"Gates County, North Carolina",27,37,073,2013
"Graham County, North Carolina",50,37,075,2013
"Madison County, North Carolina",11,37,115,2013
"Pamlico County, North Carolina",20,37,137,2013
"Polk County, North Carolina",67,37,149,2013
"Randolph County, North Carolina",962,37,151,2013
"Stokes County, North Carolina",69,37,169,2013
"Washington County, North Carolina",84,37,187,2013
"Clay County, North Carolina",6,37,043,2013
"Cumberland County, North Carolina",10501,37,051,2013
"Guilford County, North Carolina",3255,37,081,2013
"Jackson County, North Carolina",88,37,099,2013
"Pasquotank County, North Carolina",278,37,139,2013
"Robeson County, North Carolina",121,37,155,2013
"Swain County, North Carolina",43,37,173,2013
"Wake County, North Carolina",9676,37,183,2013
"Anson County, North Carolina",19,37,007,2013
"McDowell County, North Carolina",88,37,111,2013
"Franklin County, North Carolina",386,37,069,2013
"Jones County, North Carolina",8,37,103,2013
"Macon County, North Carolina",271,37,113,2013
"Brunswick County, North Carolina",560,37,019,2013
"Transylvania County, North Carolina",143,37,175,2013
"Beaufort County, North Carolina",205,37,013,2013
"Columbus County, North Carolina",70,37,047,2013
"Lincoln County, North Carolina",244,37,109,2013
"Montgomery County, North Carolina",44,37,123,2013
"Orange County, North Carolina",762,37,135,2013
"Richmond County, North Carolina",233,37,153,2013
"Sampson County, North Carolina",583,37,163,2013
"Surry County, North Carolina",280,37,171,2013
"Avery County, North Carolina",76,37,011,2013
"Buncombe County, North Carolina",1523,37,021,2013
"Cabarrus County, North Carolina",1842,37,025,2013
"Northampton County, North Carolina",10,37,131,2013
"Pitt County, North Carolina",787,37,147,2013
"Caswell County, North Carolina",128,37,033,2013
"Davie County, North Carolina",167,37,059,2013
"Davidson County, North Carolina",273,37,057,2013
"Duplin County, North Carolina",302,37,061,2013
"Durham County, North Carolina",2125,37,063,2013
"Hertford County, North Carolina",11,37,091,2013
"Lee County, North Carolina",677,37,105,2013
"New Hanover County, North Carolina",1457,37,129,2013
"Pender County, North Carolina",367,37,141,2013
"Delaware County, Oklahoma",38,40,041,2013
"Ellis County, Oklahoma",4,40,045,2013
"Grady County, Oklahoma",68,40,051,2013
"Payne County, Oklahoma",185,40,119,2013
"Pottawatomie County, Oklahoma",138,40,125,2013
"Creek County, Oklahoma",69,40,037,2013
"Tillman County, Oklahoma",61,40,141,2013
"Washita County, Oklahoma",0,40,149,2013
"Cotton County, Oklahoma",51,40,033,2013
"Kiowa County, Oklahoma",33,40,075,2013
"Le Flore County, Oklahoma",93,40,079,2013
"McCurtain County, Oklahoma",157,40,089,2013
"Major County, Oklahoma",0,40,093,2013
"Mayes County, Oklahoma",57,40,097,2013
"Oklahoma County, Oklahoma",2328,40,109,2013
"Custer County, Oklahoma",132,40,039,2013
"Love County, Oklahoma",0,40,085,2013
"Beckham County, Oklahoma",186,40,009,2013
"Choctaw County, Oklahoma",36,40,023,2013
"Jackson County, Oklahoma",92,40,065,2013
"Lincoln County, Oklahoma",18,40,081,2013
"Pawnee County, Oklahoma",6,40,117,2013
"Seminole County, Oklahoma",65,40,133,2013
"Cimarron County, Oklahoma",3,40,025,2013
"Blaine County, Oklahoma",0,40,011,2013
"Coal County, Oklahoma",0,40,029,2013
"Grant County, Oklahoma",8,40,053,2013
"Kingfisher County, Oklahoma",6,40,073,2013
"McClain County, Oklahoma",100,40,087,2013
"Marshall County, Oklahoma",0,40,095,2013
"Noble County, Oklahoma",0,40,103,2013
"Nowata County, Oklahoma",7,40,105,2013
"Rogers County, Oklahoma",146,40,131,2013
"Sequoyah County, Oklahoma",2,40,135,2013
"Alfalfa County, Oklahoma",0,40,003,2013
"Woods County, Oklahoma",4,40,151,2013
"Cleveland County, Oklahoma",818,40,027,2013
"Okfuskee County, Oklahoma",18,40,107,2013
"Atoka County, Oklahoma",25,40,005,2013
"Wayne County, North Carolina",865,37,191,2013
"Union County, Oregon",14,41,061,2013
"Marion County, Oregon",670,41,047,2013
"Douglas County, Oregon",325,41,019,2013
"Jefferson County, Oregon",54,41,031,2013
"Polk County, Oregon",224,41,053,2013
"Deschutes County, Oregon",432,41,017,2013
"Linn County, Oregon",142,41,043,2013
"Yamhill County, Oregon",379,41,071,2013
"Baker County, Oregon",0,41,001,2013
"Klamath County, Oregon",126,41,035,2013
"Lincoln County, Oregon",23,41,041,2013
"Benton County, Oregon",224,41,003,2013
"Crook County, Oregon",0,41,013,2013
"Sherman County, Oregon",0,41,055,2013
"Harney County, Oregon",0,41,025,2013
"Malheur County, Oregon",24,41,045,2013
"Wallowa County, Oregon",20,41,063,2013
"Wheeler County, Oregon",2,41,069,2013
"Morrow County, Oregon",0,41,049,2013
"Coos County, Oregon",204,41,011,2013
"Halifax County, North Carolina",322,37,083,2013
"Alamance County, North Carolina",1167,37,001,2013
"Tyrrell County, North Carolina",0,37,177,2013
"Stark County, North Dakota",2,38,089,2013
"Wells County, North Dakota",0,38,103,2013
