NAME,B03001_005E,state,county,year
"Merrick County, Nebraska",12,31,121,2015
"Pawnee County, Nebraska",0,31,133,2015
"Escambia County, Florida",3614,12,033,2015
"Hernando County, Florida",10983,12,053,2015
"Hillsborough County, Florida",103138,12,057,2015
"Okaloosa County, Florida",3378,12,091,2015
"Taylor County, Florida",263,12,123,2015
"Wakulla County, Florida",382,12,129,2015
"Lumpkin County, Georgia",70,13,187,2015
"McDuffie County, Georgia",20,13,189,2015
"Miller County, Georgia",6,13,201,2015
"Morgan County, Georgia",45,13,211,2015
"Heard County, Georgia",0,13,149,2015
"Oconee County, Georgia",81,13,219,2015
"Dougherty County, Georgia",314,13,095,2015
"Fannin County, Georgia",140,13,111,2015
"Henry County, Georgia",3026,13,151,2015
"Houston County, Georgia",2117,13,153,2015
"Laurens County, Georgia",99,13,175,2015
"Long County, Georgia",210,13,183,2015
"Spalding County, Georgia",212,13,255,2015
"Stephens County, Georgia",74,13,257,2015
"Telfair County, Georgia",195,13,271,2015
"Upson County, Georgia",0,13,293,2015
"Washington County, Georgia",23,13,303,2015
"Peach County, Georgia",21,13,225,2015
"Pierce County, Georgia",5,13,229,2015
"Pike County, Georgia",33,13,231,2015
"Screven County, Georgia",0,13,251,2015
"Tattnall County, Georgia",223,13,267,2015
"Walker County, Georgia",284,13,295,2015
"Gwinnett County, Georgia",12595,13,135,2015
"Charlton County, Georgia",15,13,049,2015
"Bartow County, Georgia",931,13,015,2015
"Douglas County, Georgia",1126,13,097,2015
"Jeff Davis County, Georgia",113,13,161,2015
"Hancock County, Georgia",0,13,141,2015
"Calhoun County, Georgia",17,13,037,2015
"Troup County, Georgia",82,13,285,2015
"Bibb County, Georgia",467,13,021,2015
"Marion County, Georgia",23,13,197,2015
"Schley County, Georgia",0,13,249,2015
"Bleckley County, Georgia",78,13,023,2015
"Evans County, Georgia",33,13,109,2015
"Franklin County, Georgia",39,13,119,2015
"Effingham County, Georgia",623,13,103,2015
"Lamar County, Georgia",40,13,171,2015
"Emanuel County, Georgia",28,13,107,2015
"Quitman County, Georgia",0,13,239,2015
"Jasper County, Georgia",17,13,159,2015
"Lanier County, Georgia",10,13,173,2015
"Liberty County, Georgia",2772,13,179,2015
"Mitchell County, Georgia",79,13,205,2015
"Seminole County, Georgia",15,13,253,2015
"Taylor County, Georgia",2,13,269,2015
"Thomas County, Georgia",123,13,275,2015
"Toombs County, Georgia",46,13,279,2015
"Montgomery County, Georgia",23,13,209,2015
"Oglethorpe County, Georgia",112,13,221,2015
"Rockdale County, Georgia",808,13,247,2015
"Wayne County, Georgia",275,13,305,2015
"Wheeler County, Georgia",1,13,309,2015
"Baldwin County, Georgia",87,13,009,2015
"Oxford County, Maine",249,23,017,2015
"Allegany County, Maryland",235,24,001,2015
"Anne Arundel County, Maryland",5001,24,003,2015
"Calvert County, Maryland",748,24,009,2015
"Montgomery County, Maryland",8114,24,031,2015
"St. Mary's County, Maryland",1050,24,037,2015
"Dorchester County, Maryland",255,24,019,2015
"Cecil County, Maryland",1649,24,015,2015
"Barnstable County, Massachusetts",1540,25,001,2015
"Berkshire County, Massachusetts",1792,25,003,2015
"Plymouth County, Massachusetts",8698,25,023,2015
"Norfolk County, Massachusetts",8320,25,021,2015
"Nantucket County, Massachusetts",184,25,019,2015
"Monroe County, Michigan",532,26,115,2015
"Hillsdale County, Michigan",74,26,059,2015
"Oceana County, Michigan",16,26,127,2015
"Clare County, Michigan",70,26,035,2015
"Keweenaw County, Michigan",0,26,083,2015
"Ottawa County, Michigan",1192,26,139,2015
"Alpena County, Michigan",19,26,007,2015
"Midland County, Michigan",67,26,111,2015
"Ogemaw County, Michigan",63,26,129,2015
"Crawford County, Michigan",32,26,039,2015
"Gratiot County, Michigan",40,26,057,2015
"Lenawee County, Michigan",755,26,091,2015
"Mackinac County, Michigan",7,26,097,2015
"Houghton County, Michigan",24,26,061,2015
"Lake County, Michigan",28,26,085,2015
"Presque Isle County, Michigan",18,26,141,2015
"Kalamazoo County, Michigan",1041,26,077,2015
"Newaygo County, Michigan",130,26,123,2015
"Twiggs County, Georgia",5,13,289,2015
"Polk County, Georgia",31,13,233,2015
"Calhoun County, Michigan",882,26,025,2015
"Kent County, Michigan",6784,26,081,2015
"Saginaw County, Michigan",408,26,145,2015
"Bay County, Michigan",105,26,017,2015
"Delta County, Michigan",33,26,041,2015
"Koochiching County, Minnesota",0,27,071,2015
"Morrison County, Minnesota",57,27,097,2015
"Steele County, Minnesota",1,27,147,2015
"Aitkin County, Minnesota",27,27,001,2015
"Murray County, Minnesota",0,27,101,2015
"Kandiyohi County, Minnesota",34,27,067,2015
"Rock County, Minnesota",0,27,133,2015
"Traverse County, Minnesota",1,27,155,2015
"Hennepin County, Minnesota",3049,27,053,2015
"Chippewa County, Minnesota",50,27,023,2015
"Esmeralda County, Nevada",0,32,009,2015
"Mineral County, Nevada",4,32,021,2015
"Lincoln County, Nevada",4,32,017,2015
"Washoe County, Nevada",2197,32,031,2015
"Carson City, Nevada",120,32,510,2015
"Merrimack County, New Hampshire",1123,33,013,2015
"Belknap County, New Hampshire",357,33,001,2015
"Strafford County, New Hampshire",770,33,017,2015
"Monmouth County, New Jersey",18134,34,025,2015
"Sussex County, New Jersey",4077,34,037,2015
"Essex County, New Jersey",57876,34,013,2015
"Gloucester County, New Jersey",8047,34,015,2015
"Passaic County, New Jersey",44127,34,031,2015
"Bergen County, New Jersey",32041,34,003,2015
"Warren County, New Jersey",2638,34,041,2015
"Burlington County, New Jersey",15668,34,005,2015
"Luna County, New Mexico",21,35,029,2015
"Taos County, New Mexico",183,35,055,2015
"Colfax County, New Mexico",56,35,007,2015
"Harding County, New Mexico",0,35,021,2015
"Quay County, New Mexico",0,35,037,2015
"Noxubee County, Mississippi",0,28,103,2015
"Tate County, Mississippi",67,28,137,2015
"Panola County, Mississippi",0,28,107,2015
"Yalobusha County, Mississippi",0,28,161,2015
"Copiah County, Mississippi",12,28,029,2015
"Hinds County, Mississippi",618,28,049,2015
"Union County, Mississippi",18,28,145,2015
"Tippah County, Mississippi",128,28,139,2015
"Forrest County, Mississippi",65,28,035,2015
"Lafayette County, Mississippi",14,28,071,2015
"Lowndes County, Mississippi",180,28,087,2015
"Wilkinson County, Mississippi",0,28,157,2015
"Jefferson Davis County, Mississippi",0,28,065,2015
"Scott County, Mississippi",80,28,123,2015
"Yazoo County, Mississippi",91,28,163,2015
"Bolivar County, Mississippi",58,28,011,2015
"Pike County, Mississippi",25,28,113,2015
"Stone County, Mississippi",2,28,131,2015
"Kemper County, Mississippi",0,28,069,2015
"Sunflower County, Mississippi",13,28,133,2015
"Adams County, Mississippi",75,28,001,2015
"DeSoto County, Mississippi",192,28,033,2015
"Delaware County, Pennsylvania",7549,42,045,2015
"Wheeler County, Nebraska",0,31,183,2015
"Lander County, Nevada",0,32,015,2015
"Schoharie County, New York",492,36,095,2015
"Fulton County, New York",1085,36,035,2015
"Rensselaer County, New York",3210,36,083,2015
"Franklin County, New York",879,36,033,2015
"Queens County, New York",113364,36,081,2015
"Washington County, New York",635,36,115,2015
"New York County, New York",109097,36,061,2015
"Cayuga County, New York",850,36,011,2015
"Rockland County, New York",14641,36,087,2015
"Niagara County, New York",2925,36,063,2015
"Essex County, New York",396,36,031,2015
"Nassau County, New York",34148,36,059,2015
"Jefferson County, New York",3015,36,045,2015
"Suffolk County, New York",65562,36,103,2015
"Wyoming County, New York",708,36,121,2015
"Oswego County, New York",1283,36,075,2015
"Wayne County, New York",2110,36,117,2015
"Broome County, New York",3684,36,007,2015
"Erie County, New York",31666,36,029,2015
"Sullivan County, New York",5608,36,105,2015
"Orange County, New York",29894,36,071,2015
"Haywood County, North Carolina",155,37,087,2015
"Forsyth County, North Carolina",3904,37,067,2015
"Bladen County, North Carolina",211,37,017,2015
"Carteret County, North Carolina",544,37,031,2015
"Bertie County, North Carolina",0,37,015,2015
"Martin County, North Carolina",60,37,117,2015
"Perquimans County, North Carolina",57,37,143,2015
"Rockingham County, North Carolina",423,37,157,2015
"Camden County, North Carolina",76,37,029,2015
"Gaston County, North Carolina",1166,37,071,2015
"Moore County, North Carolina",422,37,125,2015
"Stanly County, North Carolina",263,37,167,2015
"Yancey County, North Carolina",43,37,199,2015
"Chatham County, North Carolina",306,37,037,2015
"Johnston County, North Carolina",1891,37,101,2015
"Person County, North Carolina",176,37,145,2015
"Ashe County, North Carolina",61,37,009,2015
"Lenoir County, North Carolina",59,37,107,2015
"Onslow County, North Carolina",4976,37,133,2015
"Rutherford County, North Carolina",223,37,161,2015
"Yadkin County, North Carolina",128,37,197,2015
"Burke County, North Carolina",507,37,023,2015
"Traill County, North Dakota",9,38,097,2015
"Dickey County, North Dakota",6,38,021,2015
"Ward County, North Dakota",279,38,101,2015
"Pembina County, North Dakota",20,38,067,2015
"Hettinger County, North Dakota",7,38,041,2015
"Cass County, North Dakota",223,38,017,2015
"Emmons County, North Dakota",0,38,029,2015
"Richland County, North Dakota",33,38,077,2015
"Adams County, North Dakota",11,38,001,2015
"Eddy County, North Dakota",0,38,027,2015
"Mercer County, North Dakota",0,38,057,2015
"Ransom County, North Dakota",0,38,073,2015
"Sioux County, North Dakota",0,38,085,2015
"Golden Valley County, North Dakota",0,38,033,2015
"Schuyler County, New York",137,36,097,2015
"Chenango County, New York",472,36,017,2015
"Towner County, North Dakota",16,38,095,2015
"Divide County, North Dakota",0,38,023,2015
"Sargent County, North Dakota",5,38,081,2015
"Meigs County, Ohio",0,39,105,2015
"Champaign County, Ohio",30,39,021,2015
"Greene County, Ohio",853,39,057,2015
"Lawrence County, Ohio",1,39,087,2015
"Morgan County, Ohio",0,39,115,2015
"Wyandot County, Ohio",64,39,175,2015
"Erie County, Ohio",730,39,043,2015
"Sumner County, Tennessee",601,47,165,2015
"Shelby County, Tennessee",2894,47,157,2015
"Henderson County, Tennessee",9,47,077,2015
"Jefferson County, Tennessee",167,47,089,2015
"Sequatchie County, Tennessee",34,47,153,2015
"Carroll County, Tennessee",2,47,017,2015
"Davidson County, Tennessee",3997,47,037,2015
"Perry County, Tennessee",0,47,135,2015
"Meigs County, Tennessee",0,47,121,2015
"Haywood County, Tennessee",101,47,075,2015
"Montgomery County, Tennessee",5360,47,125,2015
"Grundy County, Tennessee",21,47,061,2015
"Cocke County, Tennessee",84,47,029,2015
"DeKalb County, Tennessee",60,47,041,2015
"Lewis County, Tennessee",0,47,101,2015
"Obion County, Tennessee",46,47,131,2015
"Tipton County, Tennessee",99,47,167,2015
"Dyer County, Tennessee",175,47,045,2015
"Hamilton County, Tennessee",1890,47,065,2015
"Polk County, Tennessee",8,47,139,2015
"White County, Tennessee",0,47,185,2015
"Sullivan County, Tennessee",106,47,163,2015
"Logan County, Ohio",104,39,091,2015
"Summit County, Ohio",2628,39,153,2015
"Shelby County, Ohio",67,39,149,2015
"Williams County, Ohio",58,39,171,2015
"Columbiana County, Ohio",217,39,029,2015
"Fulton County, Ohio",206,39,051,2015
"Gallia County, Ohio",8,39,053,2015
"Mahoning County, Ohio",7523,39,099,2015
"Scioto County, Ohio",262,39,145,2015
"Morrow County, Ohio",211,39,117,2015
"Preble County, Ohio",47,39,135,2015
"Allen County, Ohio",256,39,003,2015
"Crawford County, Ohio",55,39,033,2015
"Guernsey County, Ohio",146,39,059,2015
"Mercer County, Ohio",7,39,107,2015
"Clark County, Ohio",180,39,023,2015
"Lorain County, Ohio",18910,39,093,2015
"Trousdale County, Tennessee",0,47,169,2015
"Clay County, Tennessee",49,47,027,2015
"Montgomery County, Ohio",2215,39,113,2015
"Warren County, Ohio",625,39,165,2015
"Ashtabula County, Ohio",2564,39,007,2015
"Kay County, Oklahoma",16,40,071,2015
"Craig County, Oklahoma",43,40,035,2015
"Canadian County, Oklahoma",170,40,017,2015
"Latimer County, Oklahoma",27,40,077,2015
"Texas County, Oklahoma",158,40,139,2015
"Pushmataha County, Oklahoma",42,40,127,2015
"Johnston County, Oklahoma",48,40,069,2015
"Beaver County, Oklahoma",0,40,007,2015
"Hughes County, Oklahoma",3,40,063,2015
"Comanche County, Oklahoma",3201,40,031,2015
"Adair County, Oklahoma",10,40,001,2015
"Stephens County, Oklahoma",141,40,137,2015
"Carter County, Oklahoma",93,40,019,2015
"Greer County, Oklahoma",25,40,055,2015
"McIntosh County, Oklahoma",0,40,091,2015
"Murray County, Oklahoma",40,40,099,2015
"Ottawa County, Oklahoma",52,40,115,2015
"Caddo County, Oklahoma",110,40,015,2015
"Muskogee County, Oklahoma",329,40,101,2015
"Bryan County, Oklahoma",97,40,013,2015
"Jackson County, Oregon",730,41,029,2015
"Grant County, Oregon",0,41,023,2015
"Clackamas County, Oregon",1285,41,005,2015
"Tillamook County, Oregon",11,41,057,2015
"Josephine County, Oregon",268,41,033,2015
"Umatilla County, Oregon",134,41,059,2015
"Columbia County, Oregon",51,41,009,2015
"Wasco County, Oregon",18,41,065,2015
"Lane County, Oregon",1044,41,039,2015
"Washington County, Oregon",2098,41,067,2015
"Clatsop County, Oregon",100,41,007,2015
"Cameron County, Pennsylvania",5,42,023,2015
"Bucks County, Pennsylvania",12738,42,017,2015
"Lehigh County, Pennsylvania",43445,42,077,2015
"Clarion County, Pennsylvania",125,42,031,2015
"Greene County, Pennsylvania",543,42,059,2015
"Luzerne County, Pennsylvania",6707,42,079,2015
"Columbia County, Pennsylvania",735,42,037,2015
"Jefferson County, Pennsylvania",112,42,065,2015
"Perry County, Pennsylvania",312,42,099,2015
"Sullivan County, Pennsylvania",29,42,113,2015
"Kent County, Rhode Island",1649,44,003,2015
"Washington County, Rhode Island",1168,44,009,2015
"Newberry County, South Carolina",57,45,071,2015
"Woodbury County, Iowa",119,19,193,2015
"Jackson County, Iowa",23,19,097,2015
"Lee County, Iowa",62,19,111,2015
"Warren County, Iowa",23,19,181,2015
"Plymouth County, Iowa",27,19,149,2015
"Clay County, Iowa",26,19,041,2015
"Delaware County, Iowa",0,19,055,2015
"Wayne County, Iowa",50,19,185,2015
"Scott County, Iowa",434,19,163,2015
"Sherman County, Kansas",9,20,181,2015
"Thomas County, Kansas",0,20,193,2015
"Morris County, Kansas",47,20,127,2015
"Wagoner County, Oklahoma",222,40,145,2015
"Rooks County, Kansas",6,20,163,2015
"Clark County, Kansas",0,20,025,2015
"Harper County, Kansas",4,20,077,2015
"Lyon County, Kansas",86,20,111,2015
"Pawnee County, Kansas",13,20,145,2015
"Comanche County, Kansas",0,20,033,2015
"Gove County, Kansas",0,20,063,2015
"Harvey County, Kansas",185,20,079,2015
"Gray County, Kansas",6,20,069,2015
"Chase County, Kansas",1,20,017,2015
"Grant County, Kansas",78,20,067,2015
"Logan County, Kansas",0,20,109,2015
"Pottawatomie County, Kansas",104,20,149,2015
"Butler County, Kansas",171,20,015,2015
"Saline County, Kansas",190,20,169,2015
"Wabaunsee County, Kansas",3,20,197,2015
"Woodson County, Kansas",8,20,207,2015
"Osborne County, Kansas",1,20,141,2015
"Finney County, Kansas",58,20,055,2015
"Kiowa County, Kansas",0,20,097,2015
"Barton County, Kansas",8,20,009,2015
"Doniphan County, Kansas",24,20,043,2015
"Lane County, Kansas",1,20,101,2015
"Marion County, Kansas",20,20,115,2015
"Brown County, Kansas",12,20,013,2015
"Riley County, Kansas",1037,20,161,2015
"Dickinson County, Kansas",66,20,041,2015
"Garrard County, Kentucky",17,21,079,2015
"Campbell County, Kentucky",137,21,037,2015
"Grant County, Kentucky",67,21,081,2015
"Logan County, Kentucky",96,21,141,2015
"Mercer County, Kentucky",51,21,167,2015
"Union County, Kentucky",154,21,225,2015
"Calloway County, Kentucky",52,21,035,2015
"Washington County, Kansas",0,20,201,2015
"Morton County, Kansas",0,20,129,2015
"Pueblo County, Colorado",1642,08,101,2015
"Montrose County, Colorado",31,08,085,2015
"Morgan County, Colorado",66,08,087,2015
"Park County, Colorado",0,08,093,2015
"Saguache County, Colorado",2,08,109,2015
"Mesa County, Colorado",266,08,077,2015
"Prowers County, Colorado",3,08,099,2015
"Hinsdale County, Colorado",0,08,053,2015
"El Paso County, Colorado",8080,08,041,2015
"Washington County, Colorado",7,08,121,2015
"Grand County, Colorado",15,08,049,2015
"Arapahoe County, Colorado",4190,08,005,2015
"Otero County, Colorado",30,08,089,2015
"Broomfield County, Colorado",211,08,014,2015
"New Castle County, Delaware",18539,10,003,2015
"Sussex County, Delaware",2516,10,005,2015
"Kent County, Delaware",4813,10,001,2015
"District of Columbia, District of Columbia",4528,11,001,2015
"New Haven County, Connecticut",83800,09,009,2015
"Litchfield County, Connecticut",3104,09,005,2015
"Hartford County, Connecticut",104320,09,003,2015
"New London County, Connecticut",14413,09,011,2015
"Tolland County, Connecticut",4345,09,013,2015
"Fairfield County, Connecticut",55849,09,001,2015
"Duval County, Florida",24442,12,031,2015
"Bradford County, Florida",202,12,007,2015
"Clay County, Florida",6278,12,019,2015
"Lafayette County, Florida",105,12,067,2015
"Nassau County, Florida",560,12,089,2015
"Pinellas County, Florida",24652,12,103,2015
"St. Lucie County, Florida",13193,12,111,2015
"Hendry County, Florida",1106,12,051,2015
"Indian River County, Florida",2641,12,061,2015
"Palm Beach County, Florida",43390,12,099,2015
"St. Johns County, Florida",3916,12,109,2015
"Miami-Dade County, Florida",103468,12,086,2015
"Flagler County, Florida",3887,12,035,2015
"Franklin County, Florida",145,12,037,2015
"Hamilton County, Florida",210,12,047,2015
"Liberty County, Florida",94,12,077,2015
"Sumter County, Florida",1673,12,119,2015
"Gadsden County, Florida",266,12,039,2015
"Holmes County, Florida",95,12,059,2015
"Collier County, Florida",7483,12,021,2015
"Okeechobee County, Florida",554,12,093,2015
"Pasco County, Florida",24662,12,101,2015
"Highlands County, Florida",5363,12,055,2015
"Suwannee County, Florida",496,12,121,2015
"DeSoto County, Florida",606,12,027,2015
"Calhoun County, Florida",105,12,013,2015
"Columbia County, Florida",1317,12,023,2015
"Dixie County, Florida",122,12,029,2015
"Putnam County, Florida",1832,12,107,2015
"Union County, Florida",247,12,125,2015
"Manatee County, Florida",8056,12,081,2015
"Levy County, Florida",952,12,075,2015
"Baker County, Florida",92,12,003,2015
"Volusia County, Florida",29370,12,127,2015
"Leon County, Florida",4203,12,073,2015
"Madison County, Florida",160,12,079,2015
"Daviess County, Kentucky",366,21,059,2015
"Henderson County, Kentucky",50,21,101,2015
"Jackson County, Kentucky",0,21,109,2015
"Meade County, Kentucky",255,21,163,2015
"Oldham County, Kentucky",345,21,185,2015
"Rockcastle County, Kentucky",0,21,203,2015
"Allen County, Kentucky",19,21,003,2015
"Bullitt County, Kentucky",186,21,029,2015
"Fulton County, Kentucky",5,21,075,2015
"Knott County, Kentucky",7,21,119,2015
"Muhlenberg County, Kentucky",64,21,177,2015
"Wolfe County, Kentucky",0,21,237,2015
"Bell County, Kentucky",50,21,013,2015
"Cumberland County, Kentucky",0,21,057,2015
"Lee County, Kentucky",0,21,129,2015
"Edmonson County, Kentucky",15,21,061,2015
"Bracken County, Kentucky",9,21,023,2015
"Nelson County, Kentucky",0,21,179,2015
"Marion County, Kentucky",23,21,155,2015
"Boone County, Kentucky",938,21,015,2015
"Knox County, Kentucky",3,21,121,2015
"Letcher County, Kentucky",0,21,133,2015
"Pike County, Kentucky",24,21,195,2015
"Gallatin County, Kentucky",0,21,077,2015
"Lee County, Florida",28956,12,071,2015
"Marion County, Florida",17946,12,083,2015
"Vernon Parish, Louisiana",1065,22,115,2015
"Sabine Parish, Louisiana",24,22,085,2015
"Jefferson Davis Parish, Louisiana",57,22,053,2015
"West Feliciana Parish, Louisiana",35,22,125,2015
"Bienville Parish, Louisiana",17,22,013,2015
"Cameron Parish, Louisiana",0,22,023,2015
"Plaquemines Parish, Louisiana",186,22,075,2015
"Washington Parish, Louisiana",75,22,117,2015
"Acadia Parish, Louisiana",4,22,001,2015
"St. Tammany Parish, Louisiana",1047,22,103,2015
"Caddo Parish, Louisiana",214,22,017,2015
"Ascension Parish, Louisiana",160,22,005,2015
"Iberia Parish, Louisiana",143,22,045,2015
"St. Helena Parish, Louisiana",0,22,091,2015
"De Soto Parish, Louisiana",36,22,031,2015
"Livingston Parish, Louisiana",714,22,063,2015
"Franklin Parish, Louisiana",0,22,041,2015
"Jackson Parish, Louisiana",0,22,049,2015
"St. Charles Parish, Louisiana",262,22,089,2015
"Tensas Parish, Louisiana",12,22,107,2015
"Natchitoches Parish, Louisiana",9,22,069,2015
"Catahoula Parish, Louisiana",0,22,025,2015
"Grays Harbor County, Washington",284,53,027,2015
"Wahkiakum County, Washington",41,53,069,2015
"Grant County, Washington",60,53,025,2015
"Snohomish County, Washington",3627,53,061,2015
"Summers County, West Virginia",45,54,089,2015
"Greenbrier County, West Virginia",46,54,025,2015
"Mineral County, West Virginia",4,54,057,2015
"Lewis County, West Virginia",11,54,041,2015
"Pocahontas County, West Virginia",0,54,075,2015
"Randolph County, West Virginia",85,54,083,2015
"Wirt County, West Virginia",9,54,105,2015
"Clay County, West Virginia",13,54,015,2015
"Monongalia County, West Virginia",338,54,061,2015
"Wetzel County, West Virginia",29,54,103,2015
"Kanawha County, West Virginia",387,54,039,2015
"Preston County, West Virginia",144,54,077,2015
"Ritchie County, West Virginia",0,54,085,2015
"Lincoln County, West Virginia",0,54,043,2015
"Braxton County, West Virginia",0,54,007,2015
"Boone County, West Virginia",2,54,005,2015
"Wyoming County, West Virginia",11,54,109,2015
"Dunn County, Wisconsin",26,55,033,2015
"Grant County, Wisconsin",50,55,043,2015
"Sheboygan County, Wisconsin",394,55,117,2015
"Menominee County, Wisconsin",0,55,078,2015
"Buffalo County, Wisconsin",2,55,011,2015
"La Crosse County, Wisconsin",237,55,063,2015
"Marathon County, Wisconsin",406,55,073,2015
"Trempealeau County, Wisconsin",35,55,121,2015
"Dodge County, Wisconsin",279,55,027,2015
"Vilas County, Wisconsin",61,55,125,2015
"Manitowoc County, Wisconsin",188,55,071,2015
"Burnett County, Wisconsin",12,55,013,2015
"Door County, Wisconsin",95,55,029,2015
"Fond du Lac County, Wisconsin",352,55,039,2015
"Pepin County, Wisconsin",0,55,091,2015
"Richland County, Wisconsin",17,55,103,2015
"Waushara County, Wisconsin",59,55,137,2015
"Klickitat County, Washington",0,53,039,2015
"Lafayette County, Wisconsin",9,55,065,2015
"Pierce County, Wisconsin",10,55,093,2015
"Calumet County, Wisconsin",66,55,015,2015
"Kenosha County, Wisconsin",2225,55,059,2015
"Johnson County, Wyoming",0,56,019,2015
"Laramie County, Wyoming",339,56,021,2015
"Teton County, Wyoming",103,56,039,2015
"Nueces County, Texas",1772,48,355,2015
"Rains County, Texas",22,48,379,2015
"Real County, Texas",0,48,385,2015
"Sterling County, Texas",0,48,431,2015
"Carson County, Texas",69,48,065,2015
"Freestone County, Texas",0,48,161,2015
"Hardeman County, Texas",9,48,197,2015
"Briscoe County, Texas",0,48,045,2015
"Liberty County, Texas",41,48,291,2015
"Loving County, Texas",0,48,301,2015
"Robertson County, Texas",0,48,395,2015
"Rusk County, Texas",133,48,401,2015
